mtx,m,n,nnz,N,time,gflops
1579_stormg2-27.mtx,14464,37485,94274,8,0.014006,107.696174
0050_GD95_b.mtx,128,73,96,8,0.008735,0.175849
0107_wheel_6_1.mtx,128,85,254,8,0.008276,0.491039
1108_G36.mtx,2048,2000,23532,8,0.029679,12.686084
1429_ex10hs.mtx,2560,2548,57308,8,0.011852,77.364833
2295_az2010.mtx,241792,241666,1196094,8,0.064723,295.681854
2150_rgg_n_2_16_s0.mtx,65536,65536,684254,8,0.033867,323.266960
2781_hugetrace-00020.mtx,16002432,16002413,47997626,8,4.905232,156.559786
0162_bcsstm20.mtx,512,485,485,8,0.007525,1.031265
1769_nemsemm2.mtx,7040,48878,182012,8,0.023125,125.932496
0441_lshp_406.mtx,512,406,2716,8,0.008641,5.028996
0411_lp_israel.mtx,256,316,2443,8,0.015294,2.555733
2684_higgs-twitter.mtx,456704,456626,14855842,8,0.566569,419.531477
2709_human_gene2.mtx,14464,14340,18068388,8,0.758199,381.290896
0621_dynamicSoaringProblem_1.mtx,768,647,5367,8,0.021118,4.066303
0084_pores_1.mtx,128,30,180,8,0.008041,0.358153
1772_ca-CondMat.mtx,23168,23133,186936,8,0.031557,94.778791
2630_Ge99H100.mtx,113024,112985,8451395,8,0.332265,406.971901
0542_nos2.mtx,1024,957,4137,8,0.008169,8.102772
2045_nemeth13.mtx,9600,9506,474472,8,0.043935,172.791632
1812_mk12-b3.mtx,52096,13860,207900,8,0.015242,218.241595
1689_cavity21.mtx,4608,4562,138187,8,0.014092,156.898032
0443_lp_finnis.mtx,512,1064,2760,8,0.011052,3.995761
1545_jan99jac040.mtx,13696,13694,82842,8,0.014991,88.416483
0076_bcsstm05.mtx,256,153,153,8,0.007649,0.320062
2131_mt2010.mtx,132352,132288,638668,8,0.040698,251.085853
1970_bibd_16_8.mtx,128,12870,360360,8,0.034269,168.251632
0290_oscil_dcop_25.mtx,512,430,1544,8,0.008701,2.839143
0605_spaceStation_3.mtx,512,467,5103,8,0.012059,6.770580
2549_TSOPF_RS_b678_c1.mtx,18816,18696,4396289,8,0.212974,330.277416
0737_reorientation_1.mtx,768,677,7326,8,0.015597,7.515434
0169_lns_131.mtx,256,131,536,8,0.008335,1.028854
0832_lp_maros.mtx,896,1966,10137,8,0.018365,8.831539
1825_ABACUS_shell_ld.mtx,23424,23412,218484,8,0.017066,204.840785
1230_G60.mtx,7040,7000,34296,8,0.009959,55.099110
2638_CurlCurl_2.mtx,806656,806529,8921789,8,0.382194,373.497456
1367_circuit_3.mtx,12160,12127,48137,8,0.027513,27.993854
1275_G6.mtx,896,800,38352,8,0.011520,53.266075
2387_bbmat.mtx,38784,38744,1771722,8,0.082267,344.579567
2202_TSC_OPF_300.mtx,9856,9774,820804,8,0.054922,239.120061
0160_bcspwr03.mtx,128,118,476,8,0.008312,0.916287
2125_TSOPF_FS_b162_c1.mtx,10880,10798,608540,8,0.062348,156.165395
2743_F1.mtx,343808,343791,26837113,8,0.974226,440.754007
1912_Na5.mtx,5888,5832,305630,8,0.040810,119.825768
2128_c-69.mtx,67584,67458,623970,8,0.044599,223.849434
1468_aa5.mtx,896,8308,65953,8,0.031292,33.722164
2807_Long_Coup_dt0.mtx,1470208,1470152,87088992,8,3.164653,440.308641
0331_oscil_dcop_48.mtx,512,430,1544,8,0.008642,2.858486
0618_bcspwr06.mtx,1536,1454,5300,8,0.008733,9.710837
1743_c-48.mtx,18432,18354,166080,8,0.042346,62.752163
0497_qh882.mtx,896,882,3354,8,0.008593,6.244856
1278_G9.mtx,896,800,38352,8,0.012238,50.139887
0977_Erdos972.mtx,5504,5488,14170,8,0.013164,17.222268
0138_tub100.mtx,128,100,396,8,0.007866,0.805448
1469_lpi_bgindy.mtx,2688,10880,66266,8,0.042313,25.057628
1708_lp_maros_r7.mtx,3200,9408,144848,8,0.024966,92.827123
1091_bcsstk10.mtx,1152,1086,22070,8,0.009926,35.575773
2773_dgreen.mtx,1200640,1200611,38259877,8,1.381095,443.240938
0193_will199.mtx,256,199,701,8,0.008067,1.390321
1022_reorientation_2.mtx,1664,1544,17910,8,0.037267,7.689382
1054_G46.mtx,1024,1000,19980,8,0.010358,30.862100
0854_deter0.mtx,2048,5468,11173,8,0.009847,18.154196
1302_p2p-Gnutella04.mtx,10880,10879,39994,8,0.016396,39.027522
2597_marine1.mtx,400384,400320,6226538,8,0.233166,427.268813
0887_adder_dcop_29.mtx,1920,1813,11246,8,0.028583,6.295110
1175_stormg2-8.mtx,4480,11322,28553,8,0.011917,38.337290
1823_ABACUS_shell_md.mtx,23424,23412,218484,8,0.017204,203.194810
0124_dwt_66.mtx,128,66,320,8,0.008076,0.633997
0119_mesh1em1.mtx,128,48,306,8,0.008281,0.591229
2217_c-71.mtx,76672,76638,859554,8,0.043160,318.648142
0325_oscil_dcop_08.mtx,512,430,1544,8,0.008815,2.802493
1974_c-53.mtx,30336,30235,372213,8,0.050495,117.941352
1750_f855_mat9_I.mtx,2560,2511,171214,8,0.045251,60.538151
2415_coAuthorsDBLP.mtx,299136,299067,1955352,8,0.098141,318.781266
2353_sparsine.mtx,50048,50000,1548988,8,0.065355,379.217262
1038_spaceStation_11.mtx,1408,1364,18954,8,0.020163,15.040637
1819_jan99jac100.mtx,34560,34454,215862,8,0.020115,171.703063
0833_M80PI_n.mtx,4224,4182,10261,8,0.008733,18.800134
2704_af_shell1.mtx,504960,504855,17588875,8,0.645003,436.311143
1080_bcsstk34.mtx,640,588,21418,8,0.027199,12.599416
1629_lp_pds_10.mtx,16640,49932,107605,8,0.019856,86.706343
2588_Goodwin_127.mtx,178560,178437,5778545,8,0.212278,435.544578
2605_shipsec8.mtx,114944,114919,6653399,8,0.255248,417.062349
2436_gupta1.mtx,31872,31802,2164210,8,0.108208,320.007488
0739_cavity03.mtx,384,317,7327,8,0.011171,10.494128
0446_problem1.mtx,512,415,2779,8,0.008538,5.207611
0436_fs_680_3.mtx,768,680,2646,8,0.008401,5.039597
2794_Hook_1498.mtx,1498112,1498023,60917445,8,2.158498,451.554321
1073_lshp3025.mtx,3072,3025,20833,8,0.008790,37.922034
2566_ecology2.mtx,1000064,999999,4995991,8,0.372588,214.542494
1535_relat7.mtx,22016,1045,81355,8,0.010810,120.412114
2296_Maragal_7.mtx,46848,26564,1200537,8,0.081943,234.412855
0039_bcsstm02.mtx,128,66,66,8,0.007714,0.136886
1799_g7jac060sc.mtx,17792,17730,203316,8,0.020868,155.885379
2741_CurlCurl_4.mtx,2380544,2380515,26515867,8,1.121155,378.407810
0072_lp_sc50b.mtx,128,78,148,8,0.008046,0.294313
2589_pre2.mtx,659072,659033,5959282,8,0.257563,370.194440
2420_TSC_OPF_1047.mtx,8192,8140,2016902,8,0.119389,270.295675
0949_ch7-6-b2.mtx,4224,630,12600,8,0.008737,23.073796
2805_channel-500x100x100-b050.mtx,4802048,4802000,85362744,8,3.026909,451.220647
1404_kineticBatchReactor_3.mtx,5120,5082,53219,8,0.030573,27.851131
1259_lhr02.mtx,3072,2954,37206,8,0.010508,56.649279
1195_freeFlyingRobot_7.mtx,3968,3918,31046,8,0.064640,7.684676
2435_144.mtx,144768,144649,2148786,8,0.085599,401.648553
0375_p0548.mtx,256,724,1887,8,0.017351,1.740069
0020_ch3-3-b1.mtx,128,9,36,8,0.007476,0.077045
1566_garon1.mtx,3200,3175,88927,8,0.012311,115.571861
1271_dynamicSoaringProblem_8.mtx,3584,3543,38136,8,0.028401,21.484489
2070_c-67b.mtx,57984,57975,531935,8,0.058221,146.182655
1986_g7jac100.mtx,29696,29610,384636,8,0.027039,227.606310
2745_adaptive.mtx,6815744,6815744,27248640,8,1.987948,219.310676
0513_bfwa398.mtx,512,398,3678,8,0.008826,6.667343
1174_fd12.mtx,7552,7500,28462,8,0.009251,49.227055
2570_tmt_sym.mtx,726784,726713,5080961,8,0.262246,309.996912
1123_cis-n4c6-b3.mtx,6016,1330,23880,8,0.008587,44.495457
0910_adder_dcop_12.mtx,1920,1813,11246,8,0.028497,6.314111
2316_Maragal_8.mtx,33280,75077,1308415,8,0.087675,238.774236
0260_impcol_e.mtx,256,225,1308,8,0.008739,2.394911
2484_roadNet-PA.mtx,1090944,1090920,3083796,8,0.312845,157.716306
2839_nlpkkt200.mtx,16240000,16240000,448225632,8,15.722398,456.139711
1215_rajat03.mtx,7680,7602,32653,8,0.012416,42.078391
2810_nlpkkt120.mtx,3542400,3542400,96845792,8,3.403512,455.274610
1496_bibd_14_7.mtx,128,3432,72072,8,0.028782,40.064573
0319_oscil_dcop_27.mtx,512,430,1544,8,0.008768,2.817426
2828_nlpkkt160.mtx,8345600,8345600,229518112,8,8.042222,456.626251
0158_lpi_ex72a.mtx,256,215,467,8,0.008029,0.930613
1642_g7jac040.mtx,11904,11790,114671,8,0.016498,111.206905
0378_lp_capri.mtx,384,482,1896,8,0.010435,2.907226
1222_poli_large.mtx,15616,15575,33074,8,0.041622,12.714099
1290_spaceShuttleEntry_4.mtx,2560,2450,39669,8,0.023608,26.885124
0529_young3c.mtx,896,841,3988,8,0.008428,7.570724
0505_west0989.mtx,1024,989,3537,8,0.008512,6.648696
0234_fs_183_1.mtx,256,183,1069,8,0.011797,1.449920
0897_adder_dcop_26.mtx,1920,1813,11246,8,0.028515,6.310320
0053_lp_afiro.mtx,128,51,102,8,0.008140,0.200502
0613_tols2000.mtx,2048,2000,5184,8,0.013752,6.031343
2348_nemeth25.mtx,9600,9506,1511758,8,0.091995,262.928153
0785_lp_ship12s.mtx,1152,2869,8284,8,0.011273,11.757159
0083_relat4.mtx,128,12,172,8,0.008012,0.343470
2649_atmosmodm.mtx,1489792,1489752,10319760,8,0.569666,289.847306
2609_nd6k.mtx,18048,18000,6897316,8,0.283757,388.913742
0165_lesmis.mtx,128,77,508,8,0.009914,0.819881
0571_nos7.mtx,768,729,4617,8,0.008660,8.530223
0337_oscil_dcop_40.mtx,512,430,1544,8,0.008720,2.833017
0137_olm100.mtx,128,100,396,8,0.007756,0.816882
2490_net150.mtx,43520,43520,3121200,8,0.129110,386.794941
2251_cont-300.mtx,180992,180895,988195,8,0.051931,304.461328
2358_ch7-9-b4.mtx,317568,105840,1587600,8,0.086098,295.032723
2034_rajat15.mtx,37376,37261,443573,8,0.043103,164.656224
2118_neos1.mtx,131584,133473,599590,8,0.047096,203.701477
2267_IG5-17.mtx,30208,27944,1035008,8,0.049443,334.933668
2508_Chevron3.mtx,381440,381381,3413113,8,0.139962,390.177344
1383_cryg10000.mtx,10112,10000,49699,8,0.010311,77.117037
2568_wiki-Talk.mtx,2394496,2394385,5021410,8,0.619734,129.640337
1178_c-22.mtx,3840,3792,28872,8,0.021801,21.189401
1641_mark3jac040sc.mtx,18304,18289,113435,8,0.014690,123.550849
1276_G10.mtx,896,800,38352,8,0.012083,50.785781
1490_nopoly.mtx,10880,10774,70842,8,0.011400,99.424578
0547_TF12.mtx,512,552,4231,8,0.009308,7.273109
0073_GD99_c.mtx,128,105,149,8,0.007973,0.299000
1531_lock2232.mtx,2304,2232,80352,8,0.031078,41.367253
1927_crystm02.mtx,14080,13965,322905,8,0.020465,252.458086
1457_bcsstk14.mtx,1920,1806,63454,8,0.028596,35.503667
0210_gre_216b.mtx,256,216,876,8,0.007998,1.752357
0449_nemsafm.mtx,384,2348,2826,8,0.008884,5.089874
0303_oscil_dcop_47.mtx,512,430,1544,8,0.008606,2.870593
1027_ODLIS.mtx,2944,2909,18246,8,0.010455,27.923249
1031_bcsstk09.mtx,1152,1083,18437,8,0.008939,33.000648
1479_lp22.mtx,3072,16392,68518,8,0.013930,78.702587
0252_ch7-6-b1.mtx,640,42,1260,8,0.007940,2.539135
0516_saylr3.mtx,1024,1000,3750,8,0.008503,7.056672
2596_rajat30.mtx,644096,643994,6175377,8,0.288470,342.517056
0761_mahindas.mtx,1280,1258,7682,8,0.012525,9.812964
0560_bcsstk02.mtx,128,66,4356,8,0.011346,6.142981
2656_mycielskian15.mtx,24576,24575,11111110,8,0.432294,411.242612
1132_spaceStation_14.mtx,1664,1640,24324,8,0.022179,17.547631
1502_aa01.mtx,896,8904,72965,8,0.030555,38.208292
1945_n4c6-b12.mtx,25728,69235,332865,8,0.020750,256.673123
0460_bfwb398.mtx,512,398,2910,8,0.008770,5.309173
1182_ACTIVSg2000.mtx,4096,4000,29336,8,0.010282,45.650476
2617_specular.mtx,478080,1600,7647616,8,0.275694,443.832417
1140_G55.mtx,5120,5000,24996,8,0.009120,43.850785
2325_heart1.mtx,3584,3557,1387773,8,0.103107,215.351787
1063_aircraft.mtx,3840,7517,20267,8,0.008735,37.124895
0927_Franz3.mtx,1280,2800,11520,8,0.008722,21.132109
1785_delaunay_n15.mtx,32768,32768,196548,8,0.016876,186.349113
0720_bcsstk19.mtx,896,817,6853,8,0.008476,12.936779
1335_n3c6-b8.mtx,4992,6435,44415,8,0.009922,71.620693
2255_smallworld.mtx,100096,100000,999996,8,0.045071,354.991196
0028_Tina_DisCog.mtx,128,11,48,8,0.008046,0.095448
1630_vsp_p0291_seymourl_iiasa.mtx,10624,10498,107736,8,0.024519,70.304302
1859_cond-mat-2003.mtx,31232,31163,240058,8,0.025109,152.967880
0251_bibd_9_5.mtx,128,126,1260,8,0.009409,2.142726
1120_ex29.mtx,2944,2870,23754,8,0.008872,42.840447
2427_sme3Db.mtx,29184,29067,2081063,8,0.093901,354.596978
1854_ca-HepPh.mtx,12032,12008,237010,8,0.041827,90.663853
2305_msc10848.mtx,10880,10848,1229778,8,0.073814,266.567795
0407_ch5-5-b3.mtx,640,600,2400,8,0.007984,4.809484
2672_CurlCurl_3.mtx,1219584,1219574,13544618,8,0.579109,374.219662
2329_ga2010.mtx,291200,291086,1418056,8,0.075149,301.917546
1678_Wordnet3.mtx,82688,82670,132964,8,0.020588,103.330795
0690_orsirr_2.mtx,896,886,5970,8,0.008804,10.849890
0401_mhdb416.mtx,512,416,2312,8,0.008133,4.548119
0087_GD98_b.mtx,128,121,207,8,0.008209,0.403440
0775_lp_sierra.mtx,1280,2735,8001,8,0.009284,13.789550
2501_stat96v3.mtx,33920,1113780,3317736,8,0.130426,407.001673
1898_raefsky1.mtx,3328,3242,294276,8,0.034365,137.011099
0978_n4c5-b4.mtx,2944,1350,14260,8,0.008689,26.257448
0831_dw2048.mtx,2048,2048,10114,8,0.008608,18.800235
0313_oscil_dcop_18.mtx,512,430,1544,8,0.008712,2.835535
1109_G40.mtx,2048,2000,23532,8,0.029636,12.704425
2158_thermomech_TC.mtx,102272,102158,711558,8,0.037793,301.247481
0099_d_dyn1.mtx,128,87,238,8,0.007963,0.478211
2168_G2_circuit.mtx,150144,150102,726674,8,0.044130,263.464660
1507_c-37.mtx,8320,8204,74676,8,0.018505,64.566333
2587_largebasis.mtx,440064,440020,5560100,8,0.207578,428.569336
0598_SmaGri.mtx,1152,1059,4919,8,0.022735,3.461783
2441_exdata_1.mtx,6016,6001,2269501,8,0.111646,325.242101
1737_bayer04.mtx,20608,20545,159082,8,0.015516,164.041296
1287_nasa1824.mtx,1920,1824,39208,8,0.010585,59.267232
0950_Trefethen_700.mtx,768,700,12654,8,0.009035,22.408120
0364_dwt_209.mtx,256,209,1743,8,0.008724,3.196593
1232_shar_te2-b1.mtx,17280,286,34320,8,0.009793,56.070002
0419_lp_bandm.mtx,384,472,2494,8,0.011821,3.375735
2071_Maragal_6.mtx,21376,10152,537694,8,0.055862,154.007211
1991_delaunay_n16.mtx,65536,65536,393150,8,0.026206,240.037658
0631_lp_bnl1.mtx,768,1586,5532,8,0.013087,6.763531
2051_rajat18.mtx,94336,94294,485143,8,0.053226,145.836001
2248_pkustk01.mtx,22144,22044,979380,8,0.056583,276.941557
1245_Trec11.mtx,256,1138,35705,8,0.038625,14.790375
2519_s3dkt3m2.mtx,90496,90449,3753461,8,0.148308,404.937647
1187_n3c6-b5.mtx,5120,3003,30030,8,0.008828,54.424259
0118_mesh1e1.mtx,128,48,306,8,0.008062,0.607324
2137_Trec13.mtx,1408,6561,654517,8,0.067047,156.193576
0294_oscil_dcop_11.mtx,512,430,1544,8,0.008644,2.857841
2606_boneS01.mtx,127232,127224,6715152,8,0.246722,435.479597
1055_G45.mtx,1024,1000,19980,8,0.010323,30.969158
0976_orsreg_1.mtx,2304,2205,14133,8,0.008671,26.079495
1549_utm5940.mtx,6016,5940,83842,8,0.011316,118.548159
1918_mk12-b4.mtx,62464,51975,311850,8,0.023621,211.232116
0450_Erdos991.mtx,512,492,2834,8,0.010691,4.241372
1661_cvxqp3.mtx,17536,17500,122462,8,0.012913,151.736152
1446_testbig.mtx,17664,31223,61639,8,0.011381,86.656582
2139_g7jac160sc.mtx,47488,47430,656616,8,0.036763,285.769247
1659_foldoc.mtx,13440,13356,120238,8,0.016166,119.003223
0217_lop163.mtx,256,163,935,8,0.008117,1.842960
1670_jan99jac060sc.mtx,20736,20614,127182,8,0.016685,121.960856
1143_TSOPF_FS_b9_c1.mtx,2560,2454,25032,8,0.022090,18.131063
1313_cage9.mtx,3584,3534,41594,8,0.010198,65.261050
2138_g7jac160.mtx,47488,47430,656616,8,0.036710,286.184752
0752_lung1.mtx,1664,1650,7419,8,0.008296,14.308251
0468_bibd_12_4.mtx,128,495,2970,8,0.010287,4.619247
0518_mk9-b2.mtx,1280,378,3780,8,0.008258,7.323708
0195_n3c6-b11.mtx,128,675,720,8,0.008164,1.411106
1834_lowThrust_11.mtx,18432,18368,223801,8,0.047771,74.958134
1102_ex22.mtx,896,839,22715,8,0.011004,33.028566
1753_jan99jac080sc.mtx,27648,27534,171522,8,0.018345,149.597316
1013_dwt_992.mtx,1024,992,16744,8,0.008895,30.117275
0033_GD95_a.mtx,128,36,57,8,0.008170,0.111629
1098_saylr4.mtx,3584,3564,22316,8,0.008760,40.760115
2098_mri2.mtx,63360,147456,569160,8,0.030905,294.667346
0623_rajat19.mtx,1280,1157,5399,8,0.029692,2.909370
2528_xenon2.mtx,157568,157464,3866688,8,0.146346,422.743721
0517_steam1.mtx,256,240,3762,8,0.009119,6.600834
2272_3D_51448_3D.mtx,51456,51448,1056610,8,0.077801,217.295005
1543_lhr04c.mtx,4224,4101,82682,8,0.026908,49.164322
2147_heart2.mtx,2432,2339,682797,8,0.081822,133.519012
0361_shl_200.mtx,768,663,1726,8,0.037218,0.742000
2498_pkustk08.mtx,22272,22209,3226671,8,0.145121,355.749138
0671_fpga_dcop_12.mtx,1280,1220,5892,8,0.011005,8.566095
1272_lp_nug12.mtx,3200,8856,38304,8,0.008822,69.467568
2533_barrier2-9.mtx,115712,115625,3897557,8,0.148610,419.627288
1253_wb-cs-stanford.mtx,9984,9914,36854,8,0.027632,21.340069
2077_ford2.mtx,100224,100196,544688,8,0.034811,250.352993
1701_mplate.mtx,6016,5962,142190,8,0.013990,162.621059
0269_n4c5-b2.mtx,512,105,1365,8,0.007953,2.746048
2747_wiki-topcats.mtx,1791616,1791489,28511807,8,1.125558,405.300278
0157_lp_scagr7.mtx,256,185,465,8,0.007938,0.937296
0477_bcsstk20.mtx,512,485,3135,8,0.008529,5.881404
2182_lhr34.mtx,35200,35152,764014,8,0.041284,296.098929
1696_cavity19.mtx,4608,4562,138187,8,0.014123,156.550357
2761_ss.mtx,1652736,1652680,34753577,8,1.276416,435.639383
0466_D_11.mtx,256,461,2952,8,0.010441,4.523805
1105_sherman2.mtx,1152,1080,23094,8,0.010509,35.159354
2450_poisson3Db.mtx,85632,85623,2374949,8,0.092970,408.725433
2287_dbir2.mtx,18944,45877,1158159,8,0.076058,243.638603
2419_bcsstk32.mtx,44672,44609,2014701,8,0.090525,356.090008
0569_tumorAntiAngiogenesis_4.mtx,512,455,4593,8,0.036849,1.994281
1168_bayer06.mtx,3072,3008,27576,8,0.013081,33.729222
2640_gearbox.mtx,153856,153746,9080404,8,0.370722,391.901028
2787_boneS10.mtx,914944,914898,55468422,8,2.037872,435.500808
2057_c-66.mtx,50048,49989,499007,8,0.050599,157.790770
2021_ncvxqp5.mtx,62592,62500,424966,8,0.025307,268.676400
2407_conf5_4-8x8-15.mtx,49152,49152,1916928,8,0.076793,399.396115
0363_CSphd.mtx,1920,1882,1740,8,0.011961,2.327535
0026_kleemin.mtx,128,16,44,8,0.007791,0.090362
1179_ca-GrQc.mtx,5248,5242,28980,8,0.013993,33.136890
1292_G29.mtx,2048,2000,39980,8,0.010885,58.767154
0406_lp_scsd1.mtx,128,760,2388,8,0.010048,3.802560
0414_lund_a.mtx,256,147,2449,8,0.009133,4.290530
1821_lowThrust_8.mtx,17792,17702,216445,8,0.029266,118.331048
0780_diag.mtx,2560,2559,8184,8,0.008303,15.770002
1558_fv2.mtx,9856,9801,87025,8,0.011502,121.052998
2399_n4c6-b9.mtx,186624,198895,1865580,8,0.073478,406.233450
1949_graham1.mtx,9088,9035,335504,8,0.039913,134.493073
1341_nopss_11k.mtx,11776,11685,44941,8,0.011398,63.084119
0826_lp_fit1p.mtx,640,1677,9868,8,0.009251,17.067644
1820_TF16.mtx,15488,19321,216173,8,0.018608,185.874044
0929_freeFlyingRobot_2.mtx,1408,1338,11600,8,0.027257,6.809198
1231_G61.mtx,7040,7000,34296,8,0.009881,55.532527
2444_citationCiteseer.mtx,268544,268495,2313294,8,0.118200,313.135735
2036_ex40.mtx,7808,7740,458012,8,0.032767,223.644131
0805_iprob.mtx,3072,3001,9000,8,0.038033,3.786215
2185_trans5.mtx,116864,116835,766396,8,0.052927,231.683347
1010_flower_4_4.mtx,1920,5529,16466,8,0.008904,29.589776
1891_mark3jac100sc.mtx,45824,45769,285215,8,0.021259,214.654599
2822_Bump_2911.mtx,2911488,2911419,127729899,8,4.545709,449.584122
1431_pcb3000.mtx,3968,7732,57479,8,0.043338,21.220581
1142_dwt_2680.mtx,2688,2680,25026,8,0.009303,43.043339
0708_Pd_rhs.mtx,8192,12406,6323,8,0.008859,11.420119
0465_wm3.mtx,256,260,2948,8,0.013104,3.599635
2231_sx-superuser.mtx,194176,194085,924886,8,0.075786,195.263279
1926_cegb2919.mtx,2944,2919,321543,8,0.055299,93.033571
2290_struct3.mtx,53632,53570,1173694,8,0.050767,369.904141
1994_nemeth02.mtx,9600,9506,394808,8,0.039056,161.741198
0810_lp_pilot_we.mtx,768,2928,9265,8,0.013312,11.135496
1486_lp_wood1p.mtx,256,2595,70216,8,0.038857,28.912440
2116_finan512.mtx,74752,74752,596992,8,0.032129,297.299666
0103_GD96_c.mtx,128,65,250,8,0.008083,0.494875
1634_baxter.mtx,27520,30733,111576,8,0.038218,46.711373
0397_p0282.mtx,256,523,2207,8,0.011471,3.078481
1614_mhd4800a.mtx,4864,4800,102252,8,0.012152,134.629260
2601_TEM152078.mtx,152192,152078,6459326,8,0.245395,421.154902
2531_barrier2-11.mtx,115712,115625,3897557,8,0.148673,419.451435
1613_c-41.mtx,9856,9769,101745,8,0.039533,41.178737
2277_pds-100.mtx,156288,514577,1096002,8,0.054546,321.488536
0863_adder_dcop_19.mtx,1920,1813,11245,8,0.027263,6.599388
1235_bips98_606.mtx,7168,7135,34738,8,0.010501,52.927321
1040_wang2.mtx,2944,2903,19093,8,0.008777,34.805927
1914_lhr14c.mtx,14336,14270,307858,8,0.035724,137.881891
0754_dwt_878.mtx,896,878,7448,8,0.008664,13.754691
2504_m14b.mtx,214784,214765,3358036,8,0.128429,418.353537
2403_loc-Gowalla.mtx,196608,196591,1900654,8,0.083559,363.938869
1316_dw8192.mtx,8192,8192,41746,8,0.010167,65.693316
1560_t2d_q4.mtx,9856,9801,87025,8,0.011615,119.882356
0998_spaceStation_5.mtx,1024,1019,15219,8,0.017050,14.281773
2162_Pres_Poisson.mtx,14848,14822,715804,8,0.038435,297.976287
0086_GD96_b.mtx,128,111,193,8,0.007967,0.387581
1119_hydr1c.mtx,5376,5308,23752,8,0.009048,42.002363
1348_g7jac020sc.mtx,5888,5850,45465,8,0.012011,60.563313
2496_cnr-2000.mtx,325632,325557,3216152,8,0.166990,308.152747
1356_bcsstm39.mtx,46848,46772,46772,8,0.013969,53.573351
0089_n2c6-b1.mtx,128,15,210,8,0.007576,0.443500
1936_fe_body.mtx,45184,45087,327468,8,0.021132,247.943947
1682_c-39.mtx,9344,9271,136811,8,0.044438,49.259617
0658_fpga_dcop_41.mtx,1280,1220,5892,8,0.011048,8.532947
2726_as-Skitter.mtx,1696512,1696415,22190596,8,0.967651,366.919166
1588_cq9.mtx,9344,21534,96653,8,0.033868,45.660951
1242_soc-sign-bitcoin-otc.mtx,5888,5881,35592,8,0.037390,15.230720
2237_wa2010.mtx,195584,195574,947432,8,0.054701,277.125597
1671_aft02.mtx,8192,8184,127762,8,0.016013,127.657831
1042_ex21.mtx,768,656,19144,8,0.025514,12.005504
1166_mhd4800b.mtx,4864,4800,27520,8,0.008774,50.186741
1789_obstclae.mtx,40064,40000,197608,8,0.018326,172.527354
1938_shallow_water2.mtx,81920,81920,327680,8,0.020318,258.038503
1391_abtaha1.mtx,14720,209,51307,8,0.010077,81.463734
2782_dielFilterV2real.mtx,1157504,1157456,48538952,8,1.699565,456.954245
1554_kineticBatchReactor_8.mtx,8064,8052,85194,8,0.039622,34.402386
1184_n2c6-b5.mtx,4992,3003,29670,8,0.008846,53.665807
0227_GD00_c.mtx,640,638,1041,8,0.012191,1.366278
2697_af_4_k101.mtx,503680,503625,17550675,8,0.630489,445.386001
1911_lp_nug20.mtx,15360,72600,304800,8,0.019099,255.346099
0891_adder_dcop_59.mtx,1920,1813,11246,8,0.028563,6.299525
1244_c-24.mtx,4224,4119,35699,8,0.023240,24.578132
0091_can_62.mtx,128,62,218,8,0.008155,0.427734
1088_sctap1-2c.mtx,3456,7458,21854,8,0.009807,35.656016
1889_rlfdual.mtx,8064,74970,282031,8,0.028391,158.942640
0773_G34.mtx,2048,2000,8000,8,0.007954,16.093083
0909_adder_dcop_55.mtx,1920,1813,11246,8,0.028535,6.305869
0971_uk.mtx,4864,4824,13674,8,0.008650,25.292527
0544_lp_degen2.mtx,512,757,4201,8,0.013536,4.965568
1193_plbuckle.mtx,1408,1282,30644,8,0.019106,25.662370
2374_Zd_Jac6.mtx,22912,22835,1711983,8,0.096259,284.562655
1209_reorientation_3.mtx,2560,2513,32166,8,0.029984,17.164446
0565_qiulp.mtx,1280,1900,4492,8,0.022075,3.255827
2274_dbir1.mtx,18816,45775,1077025,8,0.072469,237.789768
0262_S10PI_n1.mtx,640,528,1317,8,0.008095,2.603189
2767_inline_1.mtx,503808,503712,36816342,8,1.361052,432.798551
1289_cat_ears_3_4.mtx,5248,13271,39592,8,0.009806,64.597814
2577_Chebyshev4.mtx,68224,68121,5377761,8,0.212512,404.890661
1952_gyro_m.mtx,17408,17361,340431,8,0.024863,219.076308
2680_GL7d16.mtx,955136,460261,14488881,8,0.546321,424.333402
0681_fpga_dcop_27.mtx,1280,1220,5892,8,0.010914,8.637422
1060_lpi_gran.mtx,2688,2525,20111,8,0.013231,24.319076
1173_G62.mtx,7040,7000,28000,8,0.008791,50.963947
0254_n3c5-b5.mtx,256,252,1260,8,0.007873,2.560778
0201_bwm200.mtx,256,200,796,8,0.007852,1.622034
0085_wheel_5_1.mtx,128,61,182,8,0.008051,0.361688
0648_fpga_dcop_50.mtx,1280,1220,5892,8,0.010904,8.645305
1364_gemat1.mtx,4992,10595,47369,8,0.029907,25.342318
1077_circuit_2.mtx,4608,4510,21199,8,0.025608,13.244988
2674_hugetrace-00000.mtx,4588544,4588484,13758266,8,1.431764,153.748950
2438_wheel_601.mtx,902144,723605,2170814,8,0.243760,142.488387
0292_oscil_dcop_14.mtx,512,430,1544,8,0.008722,2.832404
2379_bibd_18_9.mtx,256,48620,1750320,8,0.095510,293.216183
1778_mult_dcop_01.mtx,25216,25187,193276,8,0.030972,99.846260
0008_b1_ss.mtx,128,7,15,8,0.007796,0.030785
