mtx,m,n,nnz,other,time,gflops
2658_rail4284.mtx,4272,1096894,11284032,2976.334000,0.791168,28.524996
0543_bp_600.mtx,816,822,4172,44.182000,0.011585,0.720242
0398_ash292.mtx,288,292,2208,42.034000,0.010540,0.418975
1826_ABACUS_shell_hd.mtx,23408,23412,218484,47.137000,0.028230,15.478852
0021_GD01_b.mtx,16,18,37,48.952000,0.008109,0.009126
2035_nemeth12.mtx,9504,9506,446818,39.110000,0.012203,73.230845
1448_Chem97Zt.mtx,2528,31022,62044,42.769000,0.013180,9.414871
1390_model7.mtx,3344,9582,51027,44.306000,0.020816,4.902671
0572_bibd_11_5.mtx,48,462,4620,40.760000,0.013039,0.708643
1607_n4c6-b4.mtx,20048,5970,100290,45.704000,0.011521,17.409947
0788_goddardRocketProblem_1.mtx,816,831,8498,42.881000,0.011989,1.417633
1571_air03.mtx,112,10757,91028,51.612000,0.013226,13.765008
1842_spmsrtls.mtx,29984,29995,229947,41.872000,0.011502,39.983829
0512_bcsstk04.mtx,128,132,3648,44.916000,0.011501,0.634380
2514_Dubcova3.mtx,146688,146689,3636649,60.720000,0.156009,46.621015
2171_TSOPF_FS_b39_c7.mtx,28208,28216,730080,70.834000,0.034433,42.405832
2341_net75.mtx,23120,23120,1489200,42.021000,0.065608,45.396903
1001_bcsstm25.mtx,15424,15439,15439,41.772000,0.008285,3.726976
2215_fp.mtx,7536,7548,848553,51.113000,0.035677,47.568630
2665_troll.mtx,213440,213453,11985111,59.846000,0.208788,114.806512
2432_mario002.mtx,389872,389874,2101242,110.932000,0.183521,22.899200
0664_fpga_dcop_37.mtx,1216,1220,5892,46.408000,0.010900,1.081101
2069_c-67.mtx,57968,57975,531935,52.355000,0.036558,29.100881
2030_c-63.mtx,44224,44234,434704,40.466000,0.037565,23.144097
0257_gams30a.mtx,352,531,1287,51.323000,0.011854,0.217142
2207_sgpf5y6.mtx,246064,312540,831976,70.620000,0.076573,21.730270
0845_plddb.mtx,3056,5049,10839,50.524000,0.009501,2.281655
1049_spaceStation_12.mtx,1408,1410,19728,38.581000,0.010318,3.823997
1247_circuit_1.mtx,2624,2624,35823,45.797000,0.028016,2.557324
0787_Trefethen_500.mtx,496,500,8478,44.776000,0.011186,1.515823
0790_dwt_1007.mtx,992,1007,8575,42.601000,0.009473,1.810409
0457_Trefethen_200.mtx,192,200,2890,45.743000,0.010698,0.540288
2392_TSOPF_FS_b162_c3.mtx,30784,30798,1801300,102.537000,0.043856,82.146115
0878_adder_dcop_18.mtx,1808,1813,11246,54.237000,0.009777,2.300501
0889_adder_dcop_56.mtx,1808,1813,11246,41.652000,0.009671,2.325716
1035_rdb3200l.mtx,3200,3200,18880,43.059000,0.009580,3.941545
1415_bibd_49_3.mtx,1168,18424,55272,49.840000,0.012160,9.090789
1871_bibd_81_3.mtx,3232,85320,255960,40.413000,0.027925,18.331961
2774_relat9.mtx,12360048,549336,38955420,2472.538000,4.720945,16.503230
1858_sx-mathoverflow.mtx,24816,24818,239978,45.404000,0.047616,10.079721
2754_coPapersDBLP.mtx,540480,540486,30491458,345.831000,1.056013,57.748263
0179_flower_5_1.mtx,208,201,602,44.935000,0.009934,0.121200
0638_fpga_dcop_05.mtx,1216,1220,5852,39.488000,0.011028,1.061299
2300_language.mtx,399120,399130,1216334,167.457000,0.113895,21.358866
2205_n4c6-b11.mtx,69232,132402,830820,37.734000,0.051196,32.456442
2191_EternityII_A.mtx,7360,150638,782087,63.510000,0.051075,30.625042
0727_lp_ship08s.mtx,768,2467,7194,44.160000,0.011224,1.281896
1852_nh2010.mtx,48832,48837,234550,36.284000,0.040037,11.716662
0418_dwa512.mtx,512,512,2480,33.653000,0.010474,0.473554
2541_offshore.mtx,259776,259789,4242673,94.827000,0.366927,23.125434
1595_Goodwin_017.mtx,3312,3317,97773,44.771000,0.011922,16.402114
2072_nemeth15.mtx,9504,9506,539802,46.562000,0.012685,85.108711
2345_EternityII_E.mtx,11072,262144,1503732,326.180000,0.084804,35.463705
0189_lp_sc205.mtx,192,317,665,43.190000,0.009044,0.147059
1437_p05.mtx,5088,9590,59045,51.745000,0.009943,11.876697
0100_n3c5-b7.mtx,16,120,240,37.442000,0.009922,0.048377
0066_bcsstm22.mtx,128,138,138,38.566000,0.007895,0.034959
1416_nemspmm1.mtx,2368,8903,55867,40.059000,0.027978,3.993638
2355_delaunay_n18.mtx,262144,262144,1572792,72.183000,0.103150,30.495240
1930_goodwin.mtx,7312,7320,324784,40.086000,0.027814,23.353994
2082_rail_79841.mtx,79840,79841,553921,44.930000,0.048811,22.696564
2573_amazon-2008.mtx,735312,735323,5158388,243.682000,0.371159,27.796109
1300_G23.mtx,2000,2000,39980,38.806000,0.009989,8.004805
2053_lung2.mtx,109456,109460,492564,43.227000,0.035505,27.746177
0674_fpga_dcop_19.mtx,1216,1220,5892,39.863000,0.010744,1.096798
1430_psse1.mtx,14304,11028,57376,46.299000,0.011058,10.377283
0236_bcsstm08.mtx,1072,1074,1074,41.814000,0.007753,0.277054
1724_wing_nodal.mtx,10928,10937,150976,39.288000,0.035345,8.542991
0130_chesapeake.mtx,32,39,340,40.114000,0.009240,0.073593
0455_M20PI_n.mtx,1168,1182,2881,48.077000,0.008698,0.662451
0348_lpi_refinery.mtx,320,464,1626,46.216000,0.010503,0.309626
1959_a2nnsnsl.mtx,80016,80016,347222,35.742000,0.032006,21.697307
2046_g7jac120sc.mtx,35536,35550,475296,38.244000,0.043985,21.611731
0359_shl_400.mtx,656,663,1712,44.055000,0.011818,0.289728
1779_mult_dcop_02.mtx,25184,25187,193276,43.357000,0.039028,9.904479
0586_mk10-b4.mtx,944,4725,4725,43.284000,0.009210,1.026059
0877_adder_dcop_58.mtx,1808,1813,11246,41.916000,0.009629,2.335860
2692_in-2004.mtx,1382896,1382908,16917053,1877.005000,0.457644,73.931060
0851_adder_dcop_03.mtx,1808,1813,11148,45.646000,0.009428,2.364871
0762_gr_30_30.mtx,896,900,7744,40.480000,0.009637,1.607139
1420_bcsstm27.mtx,1216,1224,56126,38.575000,0.012153,9.236567
1975_flower_8_4.mtx,55072,125361,375266,37.551000,0.048781,15.385744
0954_fxm2-6.mtx,1520,2845,12812,49.111000,0.012298,2.083591
2346_nemeth24.mtx,9504,9506,1506550,41.275000,0.031963,94.268373
2263_ia2010.mtx,216000,216007,1021170,61.310000,0.110354,18.507168
1481_mk11-b3.mtx,17312,6930,69300,40.201000,0.010539,13.151153
2402_rajat21.mtx,411664,411676,1893370,904.358000,0.126273,29.988517
0803_rail_1357.mtx,1344,1357,8985,42.964000,0.010547,1.703802
0957_lshp1882.mtx,1872,1882,12904,47.179000,0.010061,2.565153
1879_rat.mtx,3136,9408,268908,45.268000,0.012558,42.826565
1066_pcb1000.mtx,1552,2820,20463,43.102000,0.012244,3.342535
0385_mesh2e1.mtx,304,306,2018,46.032000,0.010279,0.392645
1624_rajat09.mtx,24480,24482,105573,44.975000,0.013342,15.825663
2318_fe_rotor.mtx,99616,99617,1324862,49.715000,0.107388,24.674303
1787_rajat22.mtx,39888,39899,197264,39.180000,0.028025,14.077716
0699_orbitRaising_3.mtx,752,761,6098,42.306000,0.010116,1.205615
1625_ex8.mtx,3088,3096,106344,45.995000,0.011883,17.898510
1510_lp_pilot87.mtx,2016,6680,74949,44.191000,0.020740,7.227483
0498_dwg961a.mtx,960,961,3405,36.729000,0.008853,0.769231
0288_oscil_dcop_23.mtx,416,430,1544,42.246000,0.009966,0.309854
1499_sts4098.mtx,4096,4098,72356,42.212000,0.012252,11.811296
2635_atmosmodj.mtx,1270432,1270432,8814880,941.053000,0.374331,47.096714
0284_flower_8_1.mtx,624,513,1538,48.166000,0.007431,0.413942
1608_cis-n4c6-b4.mtx,20048,5970,100290,38.828000,0.011100,18.070270
0937_G49.mtx,2992,3000,12000,42.755000,0.009075,2.644628
2086_stokes128.mtx,49664,49666,558594,45.877000,0.032866,33.992211
0668_fpga_dcop_36.mtx,1216,1220,5892,43.997000,0.010810,1.090102
2377_venkat01.mtx,62416,62424,1717792,40.988000,0.064531,53.239280
0415_str_0.mtx,352,363,2454,42.670000,0.010933,0.448916
0872_adder_dcop_68.mtx,1808,1813,11246,43.750000,0.009806,2.293698
1897_raefsky2.mtx,3232,3242,294276,44.019000,0.012328,47.741077
0861_adder_dcop_08.mtx,1808,1813,11242,33.715000,0.009476,2.372731
2460_CurlCurl_1.mtx,226448,226451,2472071,61.352000,0.111501,44.341683
2493_sme3Dc.mtx,42928,42930,3148656,98.052000,0.311235,20.233303
0088_n3c6-b1.mtx,96,105,210,45.614000,0.008002,0.052487
1968_GL7d13.mtx,47264,8899,356232,36.976000,0.061626,11.561094
2068_std1_Jac3_db.mtx,21968,21982,531826,40.308000,0.031751,33.499795
1876_lp_cre_b.mtx,9648,77137,260785,46.665000,0.028340,18.404023
0142_gams10am.mtx,112,171,407,40.059000,0.009219,0.088296
0558_GL6_D_9.mtx,336,545,4349,44.626000,0.010594,0.821031
2166_nemeth01.mtx,9504,9506,725054,41.717000,0.028799,50.352721
2246_sinc18.mtx,16416,16428,973826,41.451000,0.051995,37.458448
2220_Si10H16.mtx,17072,17077,875923,41.871000,0.046150,37.959827
2618_G3_circuit.mtx,1585472,1585478,7660826,2068.201000,0.487882,31.404422
2657_SiO2.mtx,155328,155331,11283503,164.283000,0.297250,75.919280
1155_lowThrust_2.mtx,2304,2312,26261,40.446000,0.010943,4.799598
2067_ted_AB.mtx,10592,10605,522387,40.040000,0.028142,37.125080
1153_p2p-Gnutella09.mtx,8112,8114,26013,43.013000,0.012114,4.294700
1814_c-47.mtx,15328,15343,211401,48.063000,0.028107,15.042587
0366_lshp_265.mtx,256,265,1753,40.599000,0.010553,0.332228
2338_windscreen.mtx,22688,22692,1482390,43.449000,0.043565,68.054172
0014_lpi_itest2.mtx,0,13,26,39.425000,0.000293,0.177474
0783_cep1.mtx,1520,4769,8233,41.744000,0.009371,1.757123
1423_mark3jac020sc.mtx,9120,9129,56175,41.491000,0.012009,9.355483
1260_reorientation_6.mtx,2992,3006,37342,45.817000,0.010721,6.966141
0801_progas.mtx,1648,1900,8897,43.849000,0.010050,1.770547
2412_opt1.mtx,15440,15449,1930655,43.160000,0.046796,82.513676
0838_bcsstm38.mtx,8032,8032,10485,38.619000,0.009678,2.166770
1283_G4.mtx,800,800,38352,44.117000,0.010271,7.468017
1669_jan99jac060.mtx,20608,20614,127182,53.315000,0.028007,9.082158
2593_ESOC.mtx,327056,37830,6019939,86.698000,0.272398,44.199583
1744_Zhao1.mtx,33856,33861,166453,39.327000,0.018628,17.871269
1449_bips07_1998.mtx,15056,15066,62198,46.894000,0.010513,11.832588
2751_mouse_gene.mtx,45088,45101,28967291,1786.368000,1.870957,30.965213
0484_G11.mtx,800,800,3200,46.991000,0.008761,0.730510
2104_TF17.mtx,38128,48630,586218,47.083000,0.056765,20.654206
0876_adder_dcop_32.mtx,1808,1813,11246,41.101000,0.009799,2.295336
1835_lowThrust_12.mtx,18448,18458,224593,43.788000,0.028113,15.977875
2553_torso3.mtx,259152,259156,4429042,73.458000,0.173647,51.012019
2192_delaunay_n17.mtx,131072,131072,786352,48.629000,0.059213,26.560113
2124_rajat28.mtx,87184,87190,607235,108.468000,0.051457,23.601648
1498_nasa2146.mtx,2144,2146,72250,38.876000,0.012791,11.297006
0672_fpga_dcop_14.mtx,1216,1220,5892,45.959000,0.010867,1.084384
1115_G37.mtx,2000,2000,23570,37.616000,0.012218,3.858242
2153_nsct.mtx,22992,37563,697738,48.510000,0.045201,30.872680
1637_scsd8-2b.mtx,5120,35910,112770,41.200000,0.012322,18.303847
0444_Erdos981.mtx,480,485,2762,46.074000,0.008813,0.626801
1513_bips07_3078.mtx,21120,21128,75729,45.082000,0.011568,13.092842
0989_D_8.mtx,1120,1271,14966,49.204000,0.010406,2.876417
2093_wathen120.mtx,36432,36441,565761,41.737000,0.031081,36.405585
0132_n3c5-b2.mtx,112,45,360,44.551000,0.008874,0.081136
1802_minsurfo.mtx,40800,40806,203622,47.147000,0.013219,30.807474
0675_fpga_dcop_03.mtx,1216,1220,5892,46.331000,0.010862,1.084883
1913_circuit_4.mtx,80208,80209,307604,61.127000,0.036573,16.821371
0125_n2c6-b10.mtx,16,306,330,39.759000,0.009742,0.067748
1804_cz20468.mtx,20464,20468,206076,43.625000,0.028019,14.709733
1083_ch6-6-b4.mtx,4320,5400,21600,41.119000,0.010240,4.218750
0799_illc1850.mtx,1840,712,8758,45.630000,0.009733,1.799651
2195_shar_te2-b3.mtx,200192,200200,800800,61.884000,0.075992,21.075903
1252_dynamicSoaringProblem_5.mtx,3264,3271,36789,44.895000,0.011078,6.641813
0139_odepb400.mtx,400,400,399,46.018000,0.008234,0.096915
2620_Rucci1.mtx,1977872,109900,7791168,192.135000,0.410695,37.941382
1741_lowThrust_4.mtx,13552,13562,160947,40.215000,0.013689,23.514793
0049_n3c5-b1.mtx,32,10,90,39.971000,0.007519,0.023939
0700_qh1484.mtx,1472,1484,6110,40.930000,0.010056,1.215195
1065_t3dl_e.mtx,20352,20360,20360,43.592000,0.008620,4.723898
1045_g7jac010.mtx,2880,2880,19635,46.714000,0.010295,3.814473
0416_662_bus.mtx,656,662,2474,41.648000,0.009304,0.531814
2732_Transport.mtx,1602096,1602111,23500731,2050.264000,0.749094,62.744411
0318_oscil_dcop_30.mtx,416,430,1544,46.279000,0.009948,0.310414
0163_lp_stocfor1.mtx,112,165,501,43.516000,0.009901,0.101202
2488_webbase-1M.mtx,1000000,1000005,3105536,484.371000,0.185186,33.539641
0709_cz628.mtx,624,628,6346,43.254000,0.010840,1.170849
2010_nemeth11.mtx,9504,9506,408264,42.649000,0.012338,66.179932
0865_adder_dcop_44.mtx,1808,1813,11245,40.481000,0.009657,2.328881
2320_relat8.mtx,345680,12347,1334038,51.973000,0.141031,18.918365
0779_relat6.mtx,2336,157,8108,42.374000,0.009631,1.683730
2812_mycielskian17.mtx,98288,98303,100245742,6062.217000,2.536966,79.028053
0019_Tina_AskCog.mtx,0,11,36,39.779000,0.000293,0.245734
0453_lp_agg.mtx,480,615,2862,37.311000,0.011590,0.493874
2521_IMDB.mtx,428432,896308,3782463,247.268000,0.683220,11.072460
2028_t0331-4l.mtx,656,46915,430982,62.939000,0.050513,17.064201
1293_G24.mtx,2000,2000,39980,47.185000,0.009875,8.097215
1389_rel7.mtx,21920,1045,50636,43.883000,0.011002,9.204872
1052_G44.mtx,992,1000,19980,43.660000,0.009025,4.427701
0301_oscil_dcop_15.mtx,416,430,1544,39.626000,0.010033,0.307784
1003_dynamicSoaringProblem_2.mtx,1584,1591,15588,46.761000,0.011009,2.831865
2361_coAuthorsCiteseer.mtx,227312,227320,1628268,66.292000,0.133717,24.353942
0177_nos4.mtx,96,100,594,47.228000,0.009691,0.122588
1881_cegb2802.mtx,2800,2802,277362,41.632000,0.027944,19.851274
1726_cari.mtx,400,1200,152800,48.902000,0.010980,27.832423
2646_x104.mtx,108384,108384,10167624,51.674000,0.155049,131.153687
2765_hugetrace-00010.mtx,12057440,12057441,36164358,283417.264000,3.941402,18.351012
2188_bundle1.mtx,10576,10581,770901,52.153000,0.036729,41.977783
0757_bfwa782.mtx,768,782,7514,43.525000,0.010048,1.495621
1345_TS.mtx,2128,2142,45262,45.166000,0.012695,7.130681
1353_msc01440.mtx,1440,1440,46270,40.785000,0.011232,8.238960
0583_tumorAntiAngiogenesis_5.mtx,448,460,4690,40.874000,0.012076,0.776747
1712_D6-6.mtx,120576,23740,146880,38.844000,0.028447,10.326572
0214_ch6-6-b1.mtx,448,36,900,44.501000,0.009191,0.195844
0641_circuit204.mtx,1008,1020,5883,40.605000,0.009421,1.248912
2298_wi2010.mtx,253088,253096,1209404,67.382000,0.130563,18.525984
0551_fs_541_3.mtx,528,541,4285,47.989000,0.009056,0.946334
2173_Si5H12.mtx,19888,19896,738598,40.027000,0.042521,34.740387
1094_Hamrle2.mtx,5952,5952,22162,45.138000,0.009229,4.802687
2226_HTC_336_4438.mtx,226336,226340,904522,61.348000,0.066528,27.192220
2823_vas_stokes_4M.mtx,4382240,4382246,131577616,33809.175000,5.147793,51.120010
2390_invextr1_new.mtx,30400,30412,1793881,73.026000,0.074086,48.426990
0767_bcsstk06.mtx,416,420,7860,137.316000,0.013129,1.197349
2253_2D_54019_highK.mtx,54016,54019,996414,85.693000,0.044084,45.205245
0199_lp_share2b.mtx,96,162,777,88.909000,0.010095,0.153938
1452_dendrimer.mtx,720,730,63024,112.478000,0.013076,9.639645
2510_FEM_3D_thermal2.mtx,147888,147900,3489300,41.326000,0.086032,81.116329
1818_jan99jac100sc.mtx,34448,34454,215862,28.134000,0.031804,13.574519
2602_rgg_n_2_19_s0.mtx,524288,524288,6539532,241.910000,0.458470,28.527633
1233_msc00726.mtx,720,726,34518,27.107000,0.011410,6.050482
2064_hcircuit.mtx,105664,105676,513072,44.541000,0.040718,25.201238
1508_kineticBatchReactor_4.mtx,7104,7105,74869,47.738000,0.013079,11.448735
2753_GL7d20.mtx,1437536,1911130,29893084,3191.831000,5.522587,10.825754
0247_lpi_mondou2.mtx,304,604,1208,90.662000,0.014946,0.161649
2041_pds-40.mtx,66832,217531,466800,106.523000,0.086151,10.836787
2003_net25.mtx,9520,9520,401200,115.577000,0.042846,18.727536
0120_mesh1em6.mtx,48,48,306,88.698000,0.018436,0.033196
2701_af_shell9.mtx,504848,504855,17588875,532.043000,0.324013,108.568946
1075_swang1.mtx,3168,3169,20841,119.624000,0.016641,2.504777
1709_juba40k.mtx,40336,40337,144945,116.302000,0.039827,7.278731
1973_email-Enron.mtx,36688,36692,367662,83.775000,0.059687,12.319668
2545_t3dh.mtx,79168,79171,4352105,206.006000,0.173050,50.298815
2114_sx-askubuntu.mtx,159312,159316,596933,135.443000,0.112030,10.656663
1747_Muu.mtx,7088,7102,170134,45.273000,0.012040,28.261462
0248_lpi_cplex2.mtx,224,378,1215,43.994000,0.010709,0.226912
0741_cavity04.mtx,304,317,7327,46.008000,0.012087,1.212377
2016_email-EuAll.mtx,265200,265214,420045,88.438000,0.082349,10.201581
1868_Dubcova1.mtx,16128,16129,253009,116.256000,0.033290,15.200300
0246_odepa400.mtx,400,400,1201,100.102000,0.014659,0.163858
1989_c-54.mtx,31792,31793,391693,114.533000,0.041962,18.668939
0368_can_229.mtx,224,229,1777,78.586000,0.018859,0.188451
1906_208bit.mtx,24416,24421,299756,110.817000,0.058059,10.325910
0299_oscil_dcop_28.mtx,416,430,1544,108.781000,0.015340,0.201304
0167_ash85.mtx,80,85,523,110.224000,0.015474,0.067597
1681_bibd_15_7.mtx,96,6435,135135,117.076000,0.029582,9.136299
0036_klein-b2.mtx,16,30,60,81.301000,0.018550,0.006469
2627_PR02R.mtx,161056,161070,8185136,161.727000,0.158390,103.354202
0756_jagmesh8.mtx,1136,1141,7465,95.566000,0.014934,0.999732
1327_N_reactome.mtx,10192,16559,43816,157.819000,0.031952,2.742614
0370_sphere3.mtx,256,258,1794,137.184000,0.020692,0.173400
1575_stufe-10.mtx,24000,24010,92828,102.093000,0.018556,10.005174
2351_lhr71c.mtx,70304,70304,1528092,114.473000,0.064769,47.185907
1807_internet.mtx,124640,124651,207214,116.571000,0.047078,8.803008
2489_TSOPF_FS_b39_c30.mtx,120208,120216,3121160,2402.944000,0.073708,84.689857
0588_well1033.mtx,1024,320,4732,78.736000,0.009604,0.985423
1847_windtunnel_evap2d.mtx,8256,8256,233468,49.324000,0.026521,17.606274
0942_Journals.mtx,112,124,12068,42.072000,0.012139,1.988302
2779_spal_004.mtx,10192,321696,46168124,3127.324000,2.853690,32.356790
0482_lp_modszk1.mtx,672,1620,3168,47.754000,0.010102,0.627203
1824_ABACUS_shell_ud.mtx,23408,23412,218484,43.508000,0.028080,15.561538
