mtx,m,n,nnz,other,time,gflops
2546_t3dh_e.mtx,79168,79171,4352105,52.374000,0.171222,50.835815
0794_dwt_1005.mtx,992,1005,8621,43.660000,0.010470,1.646800
1617_shuttle_eddy.mtx,10416,10429,103599,25.866000,0.011075,18.708623
2688_TSOPF_RS_b2383.mtx,38112,38120,16171169,54.672000,0.179208,180.473740
0305_oscil_dcop_42.mtx,416,430,1544,29.131000,0.009890,0.312235
1154_n4c5-b5.mtx,4336,2852,26040,1.489000,0.009783,5.323520
0742_lp_sctap2.mtx,1088,2500,7334,0.868000,0.010514,1.395092
1540_176bit.mtx,7440,7431,82270,25.586000,0.028211,5.832477
0493_bp_0.mtx,816,822,3276,24.972000,0.013072,0.501224
0510_bcsstm21.mtx,3600,3600,3600,1.050000,0.008054,0.893966
1181_msc01050.mtx,1040,1050,29156,27.590000,0.012146,4.800922
0486_G13.mtx,800,800,3200,1.064000,0.009575,0.668407
0279_rajat14.mtx,176,180,1503,0.587000,0.012970,0.231766
1371_ww_vref_6405.mtx,13248,13251,48737,24.389000,0.010552,9.237491
2360_dblp-2010.mtx,326176,326186,1615400,63.234000,0.115092,28.071456
0994_Erdos992.mtx,6096,6100,15030,1.462000,0.008600,3.495349
2084_Trefethen_20000.mtx,20000,20000,554466,2.711000,0.029001,38.237716
2466_ASIC_320k.mtx,321808,321821,2635364,561.156000,0.181591,29.025271
2364_lp1.mtx,534384,534388,1643420,28234.042000,0.109328,30.064028
1795_chem_master1.mtx,40400,40401,201201,37.394000,0.014062,28.616271
0213_polbooks.mtx,96,105,882,49.612000,0.010224,0.172535
0717_m3plates.mtx,11104,11107,6639,5.102000,0.007408,1.792387
2020_ted_A.mtx,10592,10605,424587,93.023000,0.026015,32.641707
2693_hugetric-00000.mtx,5824544,5824554,17467046,69266.260000,1.615682,21.621886
1966_a0nsdsil.mtx,80016,80016,355034,44.244000,0.031989,22.197255
1532_lowThrust_3.mtx,7056,7064,80645,38.577000,0.011737,13.742012
2506_ch8-8-b5.mtx,564480,376320,3386880,139.434000,0.163114,41.527766
0917_adder_dcop_41.mtx,1808,1813,11246,48.380000,0.009601,2.342673
1254_Chebyshev3.mtx,4096,4101,36879,47.535000,0.013108,5.626945
1967_bcsstk38.mtx,8032,8032,355460,42.956000,0.028333,25.091589
1525_pesa.mtx,11728,11738,79566,49.382000,0.011634,13.678185
0943_can_1054.mtx,1040,1054,12196,44.046000,0.010940,2.229616
2629_bibd_20_10.mtx,176,184756,8314020,2856.009000,0.171626,96.885320
0729_can_634.mtx,624,634,7228,46.215000,0.010607,1.362874
2462_ch7-9-b5.mtx,423360,317520,2540160,107.190000,0.126993,40.004725
0240_saylr1.mtx,224,238,1128,47.139000,0.009482,0.237924
0795_lshp1270.mtx,1264,1270,8668,43.835000,0.009928,1.746172
1736_OPF_3754.mtx,15424,15435,158273,42.855000,0.028271,11.196845
2755_soc-Pokec.mtx,1632800,1632803,30622564,3020.393000,5.145299,11.903123
0358_IG5-8.mtx,144,292,1711,42.706000,0.010719,0.319246
0663_fpga_dcop_02.mtx,1216,1220,5892,46.073000,0.010960,1.075182
1780_c-50.mtx,22400,22401,193625,41.334000,0.028086,13.788008
2225_ar2010.mtx,186208,186211,904310,59.825000,0.106884,16.921335
1133_mcfe.mtx,752,765,24382,44.506000,0.011318,4.308535
1239_rail_5177.mtx,5168,5177,35185,44.127000,0.010998,6.398436
1697_rail_20209.mtx,20208,20209,139233,43.665000,0.028119,9.903126
2311_c-73.mtx,169408,169422,1279274,182.741000,0.071290,35.889297
1582_lp_nug15.mtx,6320,22275,94950,41.791000,0.028254,6.721172
0843_lp_czprob.mtx,928,3562,10708,44.801000,0.012759,1.678501
0308_oscil_dcop_45.mtx,416,430,1544,48.046000,0.010038,0.307631
1518_cavity15.mtx,2592,2597,76367,47.879000,0.011588,13.180359
0556_ch6-6-b5.mtx,720,4320,4320,46.369000,0.010026,0.861759
1885_s1rmq4m1.mtx,5488,5489,281111,43.497000,0.012741,44.126992
2492_delaunay_n19.mtx,524288,524288,3145646,172.656000,0.188947,33.296596
1517_cavity11.mtx,2592,2597,76367,48.508000,0.011649,13.111340
0975_yeast.mtx,2352,2361,13828,46.183000,0.010565,2.617700
1594_msc04515.mtx,4512,4515,97707,45.012000,0.011139,17.543227
0042_rgg010.mtx,0,10,76,49.277000,0.000303,0.501650
1029_mhd3200b.mtx,3200,3200,18316,39.076000,0.009294,3.941468
1127_model3.mtx,1600,4578,23974,40.061000,0.014734,3.254242
2795_Geo_1438.mtx,1437952,1437960,63156690,1562.439000,1.519936,83.104407
2569_mono_500Hz.mtx,169408,169410,5036288,128.167000,0.300192,33.553779
2625_ship_003.mtx,121728,121728,8086034,52.250000,0.170338,94.941047
1733_lhr07.mtx,7328,7337,156508,46.811000,0.028220,11.091991
2653_Si87H76.mtx,240368,240369,10661631,115.562000,0.373501,57.090241
1303_G67.mtx,10000,10000,40000,45.355000,0.009456,8.460237
0061_ibm32.mtx,32,32,126,46.199000,0.008603,0.029292
1925_bcsstm36.mtx,23040,23052,320606,42.490000,0.028182,22.752537
0002_Trec3.mtx,0,2,1,47.589000,0.000302,0.006623
2673_JP.mtx,87616,67320,13734559,215.429000,0.806695,34.051430
1923_rgg_n_2_15_s0.mtx,32768,32768,320480,36.780000,0.031607,20.279052
2425_neos3.mtx,512208,518832,2055024,165.966000,0.118945,34.554189
2676_italy_osm.mtx,6686480,6686493,14027956,90106.846000,1.073387,26.137742
0010_ch3-3-b2.mtx,0,18,18,104.334000,0.001666,0.021609
1329_freeFlyingRobot_13.mtx,5712,5718,43994,120.574000,0.015212,5.784118
2134_rajat17.mtx,94288,94294,641159,371.574000,0.057939,22.132208
1349_model4.mtx,1328,4962,45753,110.117000,0.032619,2.805298
2707_af_shell3.mtx,504848,504855,17588875,737.248000,0.322421,109.105021
0748_fpga_trans_02.mtx,1216,1220,7382,141.547000,0.016532,0.893056
2502_bibd_19_9.mtx,160,92378,3325608,9647.715000,0.097057,68.528968
2720_rajat31.mtx,4690000,4690002,20316253,89076.249000,1.365784,29.750316
1721_bloweya.mtx,30000,30004,150009,196.994000,0.031716,9.459516
1425_ch8-8-b2.mtx,18816,1568,56448,102.555000,0.021573,5.233208
0164_west0167.mtx,160,167,507,107.031000,0.015881,0.063850
1331_Franz5.mtx,7376,2882,44056,127.591000,0.017303,5.092296
0818_G18.mtx,800,800,9388,77.870000,0.019107,0.982677
0968_lp_fit1d.mtx,16,1049,13427,96.885000,0.023585,1.138605
2762_vas_stokes_1M.mtx,1090656,1090664,34767207,4691.436000,1.467551,47.381259
2513_ifiss_mat.mtx,96304,96307,3599932,195.728000,0.111574,64.529944
2359_TF18.mtx,95360,123867,1597545,245.214000,0.141642,22.557504
0576_Trefethen_300.mtx,288,300,4678,102.602000,0.017758,0.526861
1955_HEP-th.mtx,27232,27240,342437,106.268000,0.067529,10.141924
1257_deter7.mtx,6368,18153,37131,73.722000,0.017359,4.278011
2363_Zd_Jac2.mtx,22832,22835,1642833,116.925000,0.064123,51.240054
1971_c-65.mtx,48064,48066,360528,131.273000,0.039544,18.234271
0649_fpga_dcop_32.mtx,1216,1220,5892,138.674000,0.016770,0.702683
1563_cis-n4c6-b13.mtx,6288,25605,88200,122.153000,0.019628,8.987161
0282_cz148.mtx,144,148,1527,101.424000,0.021226,0.143880
0526_ck656.mtx,656,656,3884,109.616000,0.017101,0.454242
0531_cis-n4c6-b2.mtx,1328,210,3990,119.506000,0.015882,0.502456
0059_GlossGT.mtx,64,72,122,121.095000,0.015452,0.015791
2347_nemeth23.mtx,9504,9506,1506810,159.697000,0.041952,71.834954
0487_small.mtx,672,1400,3207,122.183000,0.017909,0.358144
0841_rotor2.mtx,784,791,10685,110.004000,0.022578,0.946497
0105_GD99_b.mtx,64,64,252,83.199000,0.019533,0.025802
0454_Trefethen_200b.mtx,192,199,2873,114.975000,0.018978,0.302772
1406_beaflw.mtx,496,507,53403,100.420000,0.023522,4.540685
0630_jazz.mtx,192,198,5484,97.816000,0.025085,0.437233
0338_oscil_dcop_44.mtx,416,430,1544,85.316000,0.015849,0.194839
1103_sstmodel.mtx,3344,3345,22749,130.761000,0.022342,2.036434
1002_bcsstm37.mtx,25488,25503,15525,123.519000,0.014473,2.145374
0660_fpga_dcop_40.mtx,1216,1220,5892,112.031000,0.023059,0.511037
0502_hangGlider_1.mtx,352,360,3477,118.952000,0.019860,0.350151
0751_GL7d26.mtx,304,2798,7412,84.690000,0.017142,0.864777
0960_bcsstk08.mtx,1072,1074,12960,111.580000,0.017500,1.481143
2610_cont1_l.mtx,1918384,1921596,7031999,12823.810000,0.342837,41.022404
1931_EAT_SR.mtx,23216,23219,325589,91.208000,0.070678,9.213305
2322_pli.mtx,22688,22695,1350309,91.749000,0.052304,51.633106
2661_kim2.mtx,456976,456976,11330020,711.944000,0.239514,94.608415
1095_lock_700.mtx,688,700,22175,119.056000,0.016609,2.670239
1023_lshp2614.mtx,2608,2614,17980,96.700000,0.020229,1.777646
1026_spiral.mtx,1424,1434,18228,104.534000,0.039078,0.932903
1638_scsd8-2c.mtx,5120,35910,112770,136.979000,0.019008,11.865530
0503_dwt_193.mtx,192,193,3493,103.163000,0.017740,0.393799
0782_lp_scfxm3.mtx,976,1800,8206,126.241000,0.023900,0.686695
1281_G3.mtx,800,800,38352,128.135000,0.022724,3.375462
0652_fpga_dcop_44.mtx,1216,1220,5892,114.983000,0.016190,0.727857
0135_GD06_theory.mtx,96,101,380,84.216000,0.017197,0.044194
0304_oscil_dcop_10.mtx,416,430,1544,96.058000,0.016751,0.184347
0115_curtis54.mtx,48,54,291,97.314000,0.014116,0.041230
2181_lhr34c.mtx,35152,35152,764014,127.987000,0.049832,30.663590
0349_dwt_221.mtx,208,221,1629,108.671000,0.015197,0.214384
0474_can_268.mtx,256,268,3082,101.997000,0.021581,0.285622
1958_vibrobox.mtx,12320,12328,342828,123.912000,0.036454,18.808800
2494_amazon0312.mtx,400720,400727,3200440,636.201000,0.382426,16.737565
1793_jnlbrng1.mtx,40000,40000,199200,89.139000,0.019464,20.468557
1948_me2010.mtx,69504,69518,335476,83.517000,0.081210,8.261938
1405_shermanACd.mtx,6128,6136,53329,103.104000,0.026884,3.967341
1573_big.mtx,13200,13209,91465,109.022000,0.028446,6.430781
1483_ex20.mtx,2192,2203,69981,141.173000,0.024543,5.702726
0242_flower_7_1.mtx,448,393,1178,100.368000,0.015404,0.152947
2394_cfd1.mtx,70656,70656,1828364,181.246000,0.091564,39.936307
2548_TF19.mtx,241024,317955,4370721,479.288000,0.373242,23.420306
2319_raefsky4.mtx,19776,19779,1328611,124.410000,0.042367,62.719145
0947_D_9.mtx,800,1133,12395,125.578000,0.019019,1.303433
0561_Maragal_2.mtx,544,350,4357,93.641000,0.016668,0.522798
1365_rosen2.mtx,1024,3080,47536,165.708000,0.019588,4.853584
0521_bp_200.mtx,816,822,3802,134.607000,0.020381,0.373093
0463_qh768.mtx,768,768,2934,106.035000,0.011583,0.506605
1134_delaunay_n12.mtx,4096,4096,24528,99.248000,0.020897,2.347514
2236_net50.mtx,16320,16320,945200,112.087000,0.056694,33.343916
1196_lp_greenbea.mtx,2384,5598,31070,132.856000,0.017710,3.508752
0612_nos5.mtx,464,468,5172,101.612000,0.016737,0.618032
2025_bcsstk17.mtx,10960,10974,428650,123.700000,0.033824,25.345908
1633_scfxm1-2b.mtx,19024,33047,111052,143.875000,0.036978,6.006382
0381_bcsstm26.mtx,1920,1922,1922,106.511000,0.017423,0.220628
1752_jan99jac080.mtx,27520,27534,171522,104.781000,0.040062,8.562828
2477_thermomech_dK.mtx,204304,204316,2846228,259.950000,0.169484,33.586982
0013_relat3.mtx,0,5,24,86.742000,0.001196,0.040134
2050_af23560.mtx,23552,23560,484256,126.480000,0.040366,23.993262
1965_cit-HepTh.mtx,27760,27770,352807,116.468000,0.070941,9.946491
0844_filter2D.mtx,1664,1668,10750,119.998000,0.016347,1.315226
0732_lp_nug08.mtx,912,1632,7296,108.939000,0.017875,0.816336
2562_rajat29.mtx,643984,643994,4866270,68071.579000,0.334756,29.073534
1597_se.mtx,32768,32768,98300,91.472000,0.019539,10.061927
2835_mycielskian18.mtx,196592,196607,300933832,150938.982000,7.953757,75.670864
0951_D_7.mtx,1264,971,12714,132.061000,0.015909,1.598341
0009_rel3.mtx,0,5,18,137.500000,0.000454,0.079295
1811_g3rmt3m3.mtx,5344,5357,207695,105.888000,0.017566,23.647387
2560_apache2.mtx,715168,715176,4817870,1399.750000,0.241002,39.981992
1872_airfoil_2d.mtx,14208,14214,259688,95.571000,0.037000,14.037189
1025_freeFlyingRobot_4.mtx,2352,2358,18218,130.376000,0.016841,2.163529
0323_oscil_dcop_31.mtx,416,430,1544,102.884000,0.019640,0.157230
1797_c-52.mtx,23936,23948,202716,109.610000,0.035344,11.471028
1414_ex10.mtx,2400,2410,54840,102.732000,0.016527,6.636413
2244_crystk02.mtx,13952,13965,968583,120.236000,0.046679,41.499732
1764_wang3.mtx,26064,26064,177168,86.841000,0.032550,10.885899
0814_G21.mtx,800,800,9334,73.918000,0.018436,1.012584
1280_G2.mtx,800,800,38352,119.278000,0.021630,3.546186
0006_mycielskian3.mtx,0,5,10,116.621000,0.000766,0.026110
1691_cavity24.mtx,4560,4562,138187,130.785000,0.018814,14.689805
2632_thermal2.mtx,1228032,1228045,8580313,4409.494000,0.610012,28.131620
0231_pde225.mtx,224,225,1065,107.899000,0.022009,0.096779
0320_oscil_dcop_04.mtx,416,430,1544,136.981000,0.014625,0.211145
0924_watt_1.mtx,1856,1856,11360,127.500000,0.016661,1.363664
0608_Franz1.mtx,2240,768,5120,111.307000,0.014278,0.717187
2608_sls.mtx,1748112,62729,6804304,622.792000,0.565993,24.043774
1946_ckt11752_dc_1.mtx,49696,49702,333029,133.392000,0.043666,15.253470
2518_smt.mtx,25696,25710,3753184,150.299000,0.098779,75.991537
1282_G1.mtx,800,800,38352,157.633000,0.017742,4.323301
0509_dwt_419.mtx,416,419,3563,94.685000,0.019932,0.357516
2443_Stanford.mtx,281888,281903,2312497,2670.643000,0.459613,10.062801
1509_cegb3306.mtx,3296,3306,74916,113.287000,0.018482,8.106915
1177_spaceShuttleEntry_3.mtx,1824,1834,28757,104.469000,0.016407,3.505455
0812_G15.mtx,800,800,9322,133.141000,0.013612,1.369674
0395_tols340.mtx,336,340,2196,102.724000,0.017842,0.246161
0520_sherman4.mtx,1104,1104,3786,94.443000,0.019813,0.382173
1537_dano3mip.mtx,3200,15851,81633,144.333000,0.035237,4.633368
1418_Goodwin_013.mtx,1952,1965,56069,136.131000,0.023758,4.720010
0190_zed.mtx,112,142,666,100.126000,0.022322,0.059672
0926_extr1.mtx,2832,2837,11407,128.803000,0.016641,1.370951
2200_nemeth19.mtx,9504,9506,818302,100.120000,0.040144,40.768334
2229_soc-Slashdot0811.mtx,77360,77360,905468,203.056000,0.135839,13.331488
1919_Goodwin_030.mtx,10128,10142,312814,108.875000,0.032456,19.276189
0373_rw496.mtx,496,496,1859,75.233000,0.023598,0.157556
1710_bauru5727.mtx,40352,40366,145019,114.777000,0.034982,8.291064
1591_Franz9.mtx,19584,4164,97508,108.617000,0.022928,8.505583
0884_adder_dcop_39.mtx,1808,1813,11246,101.084000,0.016533,1.360431
2159_image_interp.mtx,240000,120000,711683,137.760000,0.060163,23.658494
0899_adder_dcop_15.mtx,1808,1813,11246,92.989000,0.016547,1.359280
2445_ASIC_680ks.mtx,682704,682712,2329176,1181.392000,0.173236,26.890208
1512_ex13.mtx,2560,2568,75628,111.354000,0.023102,6.547312
1905_c-60.mtx,43632,43640,298578,113.009000,0.045853,13.023270
2579_para-9.mtx,155920,155924,5416358,339.465000,0.306821,35.306306
0128_wheel_7_1.mtx,112,113,338,76.466000,0.015149,0.044623
0173_Trec8.mtx,16,84,549,87.997000,0.017252,0.063645
0109_GD97_b.mtx,32,47,264,102.759000,0.014800,0.035676
2315_n4c6-b7.mtx,163200,104115,1305720,164.487000,0.079363,32.905006
1315_dw4096.mtx,8192,8192,41746,117.773000,0.019769,4.223380
2102_ASIC_100ks.mtx,99184,99190,578890,151.590000,0.061821,18.727940
0204_dwt_234.mtx,224,234,834,114.841000,0.018971,0.087924
0511_L.mtx,944,956,3640,99.358000,0.017011,0.427958
0697_jpwh_991.mtx,976,991,6027,109.711000,0.018503,0.651462
0601_lpi_klein2.mtx,464,531,5062,112.800000,0.018544,0.545945
2414_rajat24.mtx,358160,358172,1948235,2819.312000,0.143120,27.225196
0721_orsirr_1.mtx,1024,1030,6858,97.668000,0.014932,0.918564
2478_stat96v2.mtx,29088,957432,2852184,213.020000,0.131602,43.345603
2472_ct20stif.mtx,52320,52329,2698463,96.301000,0.073356,73.571705
1358_meg4.mtx,5856,5860,46842,124.100000,0.022627,4.140363
2556_tmt_unsym.mtx,917824,917825,4584801,2254.738000,0.235651,38.911789
1983_lhr17c.mtx,17568,17576,381975,115.880000,0.036077,21.175541
1552_kineticBatchReactor_7.mtx,7968,7968,84508,144.544000,0.019745,8.559939
0990_lp_pilot_ja.mtx,928,2267,14977,166.566000,0.018507,1.618523
2291_nemeth21.mtx,9504,9506,1173746,112.808000,0.037420,62.733618
2221_HTC_336_9129.mtx,226336,226340,883422,245.626000,0.072662,24.315929
1663_c-43.mtx,11120,11125,123675,122.815000,0.035122,7.042594
0725_lp_ganges.mtx,1296,1706,6937,112.249000,0.017564,0.789911
0893_adder_dcop_64.mtx,1808,1813,11246,95.798000,0.017443,1.289457
2262_gyro_k.mtx,17360,17361,1021159,113.098000,0.052703,38.751456
2426_pa2010.mtx,421536,421545,2058462,523.384000,0.230452,17.864562
0585_mycielskian8.mtx,176,191,4720,86.012000,0.016125,0.585426
0156_GD97_c.mtx,448,452,460,80.237000,0.021106,0.043590
1213_ex4.mtx,1600,1601,32299,151.007000,0.017104,3.776777
2815_ML_Geer.mtx,1504000,1504002,110879972,9011.799000,1.727962,128.336123
0357_shl_0.mtx,656,663,1687,102.621000,0.018654,0.180873
2254_preferentialAttachment.mtx,100000,100000,999970,236.282000,0.175973,11.365039
1379_delaunay_n13.mtx,8192,8192,49094,119.162000,0.023506,4.177146
2622_TEM181302.mtx,181296,181302,7839010,349.871000,0.244287,64.178691
0642_fpga_dcop_10.mtx,1216,1220,5884,106.347000,0.022542,0.522048
2062_t3dl.mtx,20352,20360,509866,111.517000,0.041974,24.294373
2284_landmark.mtx,71952,2704,1151232,132.068000,0.044704,51.504653
0866_adder_dcop_51.mtx,1808,1813,11246,111.417000,0.017252,1.303733
0882_adder_dcop_38.mtx,1808,1813,11246,127.553000,0.016290,1.380724
1366_mhd1280a.mtx,1280,1280,47906,112.545000,0.023921,4.005351
1781_CAG_mat1916.mtx,1904,1916,195985,77.610000,0.035232,11.125397
0152_bfwa62.mtx,48,62,450,85.479000,0.017730,0.050761
0874_adder_dcop_17.mtx,1808,1813,11246,42.603000,0.010256,2.193058
1093_IG5-11.mtx,1216,1692,22110,48.515000,0.011649,3.796034
0122_lp_kb2.mtx,32,68,313,48.215000,0.010616,0.058968
1706_ted_B_unscaled.mtx,10592,10605,144579,51.987000,0.012653,22.852920
1268_poli3.mtx,16944,16955,37849,140.481000,0.015058,5.027095
2019_ted_A_unscaled.mtx,10592,10605,424587,51.827000,0.028039,30.285460
2511_ca2010.mtx,710144,710145,3489366,231.392000,0.412910,16.901339
2479_ramage02.mtx,16816,16830,2866352,42.053000,0.059511,96.330157
2727_333SP.mtx,3712800,3712815,22217266,23083.760000,2.043547,21.743827
1850_stat96v5.mtx,2304,75779,233921,49.105000,0.027928,16.751719
2487_belgium_osm.mtx,1441280,1441295,3099940,1322.116000,0.289979,21.380445
2757_dielFilterV3clx.mtx,420400,420408,32886208,308.843000,1.178791,55.796503
1920_rail516.mtx,512,47827,315412,67.161000,0.041323,15.265687
1718_bcsstk18.mtx,11936,11948,149090,47.829000,0.027117,10.996054
2371_turon_m.mtx,189920,189924,1690876,54.598000,0.089742,37.683047
0351_S10PI_n.mtx,672,682,1633,47.133000,0.008597,0.379900
0492_nos6.mtx,672,675,3255,39.417000,0.009526,0.683393
2482_srb1.mtx,54912,54924,2962152,43.939000,0.056591,104.686328
0300_oscil_dcop_29.mtx,416,430,1544,47.720000,0.010265,0.300828
1516_cavity14.mtx,2592,2597,76367,45.958000,0.011643,13.118097
0953_cz1268.mtx,1264,1268,12786,53.170000,0.010693,2.391471
0607_de063157.mtx,928,1908,5119,43.321000,0.010438,0.980839
0500_nsic.mtx,464,897,3449,49.855000,0.011683,0.590431
0316_oscil_dcop_05.mtx,416,430,1544,45.894000,0.010376,0.297610
2175_g7jac180.mtx,53360,53370,747276,46.815000,0.058989,25.336114
2266_torso2.mtx,115952,115967,1033473,43.988000,0.051522,40.117736
1330_freeFlyingRobot_16.mtx,6064,6078,44006,46.692000,0.011139,7.901248
1279_G8.mtx,800,800,38352,56.217000,0.010182,7.533294
1828_s1rmt3m1.mtx,5488,5489,219521,46.398000,0.011604,37.835402
0473_str_200.mtx,352,363,3068,50.106000,0.011303,0.542865
0040_lpi_bgprtr.mtx,16,40,70,43.142000,0.009131,0.015332
2797_Serena.mtx,1391344,1391349,64531701,1643.023000,1.759209,73.364451
0901_adder_dcop_46.mtx,1808,1813,11246,46.766000,0.009879,2.276749
0938_G50.mtx,2992,3000,12000,47.877000,0.008801,2.726963
2122_rajat20.mtx,86912,86916,605045,116.023000,0.052058,23.245034
0054_rel4.mtx,64,12,104,44.159000,0.007896,0.026342
2119_shar_te2-b2.mtx,200192,17160,600600,45.697000,0.052968,22.677843
0764_epb0.mtx,1792,1794,7764,44.274000,0.009768,1.589681
2538_debr.mtx,1048576,1048576,4194298,503.307000,0.166332,50.432845
2339_598a.mtx,110960,110971,1483868,68.885000,0.207301,14.316072
1150_email-Eu-core.mtx,992,1005,25571,51.149000,0.011764,4.347331
1977_k3plates.mtx,11104,11107,378927,42.132000,0.025452,29.775813
1020_spaceStation_6.mtx,1104,1111,17595,45.759000,0.010732,3.278979
1619_wiki-Vote.mtx,8288,8297,103689,40.189000,0.026146,7.931538
1511_ch7-6-b4.mtx,15120,12600,75600,42.552000,0.010794,14.007782
2411_conf5_4-8x8-10.mtx,49152,49152,1916928,41.491000,0.050843,75.405779
1623_crystm01.mtx,4864,4875,105339,41.315000,0.011189,18.829029
1194_pf2177.mtx,9728,10178,30984,36.462000,0.010420,5.947025
2370_av41092.mtx,41088,41092,1683902,70.721000,0.085305,39.479562
0714_orbitRaising_2.mtx,736,739,6526,49.531000,0.009752,1.338392
1695_cavity17.mtx,4560,4562,138187,43.193000,0.012084,22.871069
1380_tuma2.mtx,12992,12992,49365,45.049000,0.010166,9.711784
2393_ASIC_320ks.mtx,321664,321671,1827807,89.422000,0.117129,31.210153
0988_Sieber.mtx,2288,2290,14873,43.270000,0.009471,3.140745
1214_plat1919.mtx,1904,1919,32399,43.279000,0.010418,6.219812
0784_lp_grow22.mtx,432,946,8252,50.109000,0.011417,1.445564
2612_cage13.mtx,445312,445315,7479343,160.505000,0.344891,43.372213
0793_Trec10.mtx,96,478,8612,45.646000,0.011590,1.486109
1081_Franz2.mtx,4032,4480,21504,44.093000,0.009317,4.616078
0322_oscil_dcop_46.mtx,416,430,1544,44.949000,0.009982,0.309357
2520_s4dkt3m2.mtx,90448,90449,3753461,41.434000,0.072033,104.215040
0438_fs_680_2.mtx,672,680,2646,41.735000,0.009102,0.581411
1318_freeFlyingRobot_12.mtx,5568,5578,41940,46.036000,0.010810,7.759482
2739_asia_osm.mtx,11950752,11950757,25423206,279768.775000,1.926554,26.392415
1652_conf5_0-4x4-18.mtx,3072,3072,119808,45.855000,0.010336,23.182663
1086_c-19.mtx,2320,2327,21817,35.811000,0.012081,3.611787
2309_mac_econ_fwd500.mtx,206496,206500,1273389,55.174000,0.107310,23.732905
1422_mark3jac020.mtx,9120,9129,56175,46.774000,0.011900,9.441176
0451_west0655.mtx,640,655,2854,52.539000,0.009653,0.591319
0334_oscil_dcop_53.mtx,416,430,1544,44.625000,0.009917,0.311384
0186_gent113.mtx,112,113,655,50.932000,0.009710,0.134912
1084_ch6-6-b3.mtx,5392,2400,21600,49.168000,0.009301,4.644662
0685_fpga_dcop_18.mtx,1216,1220,5892,49.684000,0.011230,1.049332
0134_can_73.mtx,64,73,377,44.605000,0.010141,0.074352
1849_lhr11.mtx,10960,10964,233741,47.426000,0.027835,16.794755
2285_msc23052.mtx,23040,23052,1154814,46.274000,0.041224,56.026295
0603_de080285.mtx,928,1908,5082,50.617000,0.010688,0.950973
1915_lhr14.mtx,14256,14270,307858,47.154000,0.027888,22.078170
0914_adder_dcop_34.mtx,1808,1813,11246,51.775000,0.009562,2.352228
2283_bcsstk36.mtx,23040,23052,1143140,42.803000,0.033928,67.386230
1148_lns_3937.mtx,3936,3937,25407,50.813000,0.010220,4.972016
1007_rosen8.mtx,512,1544,16058,49.696000,0.027526,1.166751
2223_tube1.mtx,21488,21498,897056,44.255000,0.031595,56.784681
2352_lhr71.mtx,70304,70304,1528092,45.120000,0.049801,61.367924
0495_lp_scrs8.mtx,480,1275,3288,47.191000,0.012051,0.545681
1933_pwt.mtx,36512,36519,326107,50.737000,0.027960,23.326681
1211_lpl2.mtx,3280,10881,32232,53.031000,0.010191,6.325581
2163_c-64b.mtx,51024,51035,717841,76.938000,0.038180,37.602986
0695_dwt_758.mtx,752,758,5994,47.494000,0.010069,1.190585
1101_c-20.mtx,2912,2921,22685,46.451000,0.012126,3.741547
2187_dc3.mtx,116832,116835,766396,179.088000,0.056631,27.066306
2302_twotone.mtx,120736,120750,1224224,54.436000,0.078971,31.004394
2563_netherlands_osm.mtx,2216688,2216688,4882476,5563.571000,0.496769,19.656927
2303_mn2010.mtx,259776,259777,1227102,72.730000,0.132977,18.455853
1021_Si2.mtx,768,769,17801,48.621000,0.010890,3.269238
1902_Reuters911.mtx,13328,13332,296076,38.622000,0.051742,11.444320
0007_Trec5.mtx,0,7,12,46.965000,0.000292,0.082192
2550_TSOPF_FS_b300_c1.mtx,29200,29214,4400122,170.561000,0.070370,125.056757
1717_nug08-3rd.mtx,19728,29856,148416,46.172000,0.027754,10.695107
1069_large.mtx,4272,8617,20635,44.864000,0.010648,3.875845
1763_t2dah_e.mtx,11440,11445,176117,51.832000,0.012637,27.873229
2091_patents_main.mtx,240544,240547,560943,62.608000,0.104593,10.726205
1024_lp_cre_a.mtx,3504,7248,18168,41.486000,0.011836,3.069956
2475_helm2d03.mtx,392256,392257,2741935,115.180000,0.177935,30.819513
2333_std1_Jac3.mtx,21968,21982,1455848,48.403000,0.052862,55.081079
1729_hangGlider_5.mtx,16000,16011,155246,42.181000,0.014163,21.922756
2571_web-Google.mtx,916416,916428,5105039,402.713000,0.931125,10.965314
2013_cz40948.mtx,40944,40948,412148,44.670000,0.031264,26.365660
0657_fpga_dcop_31.mtx,1216,1220,5892,42.706000,0.010789,1.092224
0507_lp_shell.mtx,528,1777,3558,47.947000,0.011200,0.635357
0270_can_161.mtx,160,161,1377,45.149000,0.009655,0.285241
1636_south31.mtx,18416,36321,112398,44.402000,0.018652,12.052112
0172_IG5-7.mtx,48,150,549,51.767000,0.009457,0.116104
1707_lp_osa_07.mtx,1104,25067,144812,53.309000,0.027825,10.408769
0965_n2c6-b8.mtx,1456,3990,13230,48.171000,0.010792,2.451816
0993_n2c6-b4.mtx,2992,1365,15015,44.469000,0.010061,2.984793
0291_oscil_dcop_57.mtx,416,430,1544,45.289000,0.010447,0.295587
2240_scircuit.mtx,170992,170998,958936,45.876000,0.072087,26.604963
2776_Hardesty3.mtx,8217808,7591564,40451632,120449.760000,2.047558,39.512074
2039_epb3.mtx,84608,84617,463625,44.824000,0.032055,28.926844
