mtx,m,n,nnz,N,time,gflops
2718_fem_hifreq_circuit.mtx,491136,491100,20239237,8,2.279395,142.067414
0197_mk9-b1.mtx,384,36,756,8,0.015303,0.790426
0996_robot24c1_mat5_J.mtx,384,404,15118,8,0.049153,4.921121
0185_lpi_box1.mtx,256,261,651,8,0.018321,0.568532
0873_adder_dcop_69.mtx,1920,1813,11246,8,0.041542,4.331462
1387_ch7-6-b3.mtx,12672,4200,50400,8,0.021361,37.751339
0396_lp_brandy.mtx,256,303,2202,8,0.025352,1.389702
2383_crystk03.mtx,24704,24696,1751178,8,0.222574,125.885530
0017_n3c4-b1.mtx,128,6,30,8,0.015251,0.031474
0362_west0497.mtx,512,497,1727,8,0.017371,1.590711
2065_soc-sign-Slashdot081106.mtx,77440,77357,516575,8,0.098038,84.306292
0131_bfwb62.mtx,128,62,342,8,0.016305,0.335607
2198_mk13-b5.mtx,135168,270270,810810,8,0.113473,114.326283
0930_DK01R.mtx,1024,903,11766,8,0.017294,10.885837
1238_freeFlyingRobot_8.mtx,4480,4398,34958,8,0.108071,5.175566
1990_fxm3_16.mtx,41344,85575,392252,8,0.070959,88.445522
0114_ch4-4-b2.mtx,128,72,288,8,0.015252,0.302127
1837_man_5976.mtx,6016,5976,225046,8,0.046772,76.984336
1487_aa3.mtx,896,8627,70806,8,0.054063,20.955068
0074_d_ss.mtx,128,53,149,8,0.016013,0.148878
0925_extr1b.mtx,2944,2836,11404,8,0.017034,10.711582
1308_ex27.mtx,1024,974,40782,8,0.053791,12.130568
0563_lp_ship04s.mtx,512,1506,4400,8,0.015568,4.522134
2523_barrier2-2.mtx,113152,113076,3805068,8,0.449131,135.552986
2722_StocF-1465.mtx,1465216,1465137,21005389,8,2.422110,138.757599
0634_gre_1107.mtx,1152,1107,5664,8,0.016273,5.569037
1249_G66.mtx,9088,9000,36000,8,0.019366,29.742529
0541_young4c.mtx,896,841,4089,8,0.015965,4.097909
2449_rma10.mtx,46848,46835,2374001,8,0.300135,126.556257
1354_complex.mtx,1024,1408,46463,8,0.074135,10.027824
1604_lpi_gosh.mtx,3840,13455,99953,8,0.062474,25.598519
0023_Trec6.mtx,128,15,40,8,0.015596,0.041036
1197_lp_greenbeb.mtx,2432,5598,31070,8,0.045203,10.997521
1585_cond-mat.mtx,16768,16726,95188,8,0.038343,39.720652
2535_Hardesty2.mtx,929920,303645,4020731,8,0.542613,118.559113
0774_G33.mtx,2048,2000,8000,8,0.016212,7.895558
1159_bcsstk21.mtx,3712,3600,26600,8,0.018697,22.762669
2400_ch8-8-b4.mtx,376320,117600,1881600,8,0.267012,112.750124
1274_G7.mtx,896,800,38352,8,0.027323,22.458120
2031_cont-201.mtx,80640,80595,438795,8,0.074941,93.683587
0817_lp_stocfor2.mtx,2176,3045,9357,8,0.017065,8.772802
2572_Si34H36.mtx,97664,97569,5156379,8,0.618258,133.442682
0895_adder_dcop_21.mtx,1920,1813,11246,8,0.039516,4.553446
1273_lp_qap12.mtx,3200,8856,38304,8,0.019580,31.300511
0161_rw136.mtx,256,136,479,8,0.015522,0.493766
2194_m133-b3.mtx,200320,200200,800800,8,0.123667,103.607020
1207_dynamicSoaringProblem_3.mtx,2944,2871,32022,8,0.031041,16.505913
1403_ch7-9-b2.mtx,17664,1512,52920,8,0.036245,23.360855
1360_rajat06.mtx,11008,10922,46983,8,0.036498,20.596479
2659_bmw3_2.mtx,227456,227362,11288630,8,1.340654,134.723851
0209_robot.mtx,128,120,870,8,0.017491,0.795830
2455_vsp_msc10848_300sep_100in_1Kout.mtx,22016,21996,2442056,8,0.322264,121.245003
2382_pcrystk03.mtx,24704,24696,1751178,8,0.227337,123.247908
0225_CAG_mat72.mtx,128,72,1012,8,0.017728,0.913344
0271_rajat05.mtx,384,301,1384,8,0.017430,1.270487
1961_ncvxbqp1.mtx,50048,50000,349968,8,0.065214,85.863429
1277_G5.mtx,896,800,38352,8,0.029958,20.482781
0676_fpga_dcop_01.mtx,1280,1220,5892,8,0.018792,5.016714
0533_tub1000.mtx,1024,1000,3996,8,0.015381,4.156776
2233_NotreDame_www.mtx,325760,325729,929849,8,0.173118,85.938922
1470_bips07_2476.mtx,16896,16861,66498,8,0.036646,29.033382
0770_olm2000.mtx,2048,2000,7996,8,0.016415,7.794056
0470_ch7-9-b1.mtx,1536,63,3024,8,0.017807,2.717132
1482_dtoc.mtx,25088,24993,69972,8,0.036499,30.673841
0920_adder_dcop_50.mtx,1920,1813,11246,8,0.039151,4.595990
2032_TEM27623.mtx,27648,27623,439469,8,0.076535,91.872773
2004_nemeth10.mtx,9600,9506,401448,8,0.064755,99.191246
2447_c-big.mtx,345344,345241,2341011,8,0.332661,112.595768
2434_matrix_9.mtx,103552,103430,2121550,8,0.303421,111.873439
1771_sctap1-2r.mtx,28928,63426,186366,8,0.047054,63.370742
2282_bcsstk37.mtx,25600,25503,1140977,8,0.157514,115.898674
2127_bcsstk29.mtx,14080,13992,619488,8,0.092276,107.415133
1343_n3c6-b6.mtx,6528,5005,45045,8,0.020694,34.827998
2222_sc2010.mtx,182016,181908,893160,8,0.136322,104.829829
2685_patents.mtx,3774848,3774768,14970767,8,2.612796,91.676598
1817_kl02.mtx,128,36699,212536,8,0.067336,50.501461
2312_c-73b.mtx,169472,169422,1279274,8,0.184606,110.876232
2406_conf5_4-8x8-20.mtx,49152,49152,1916928,8,0.242921,126.258649
2679_3Dspectralwave2.mtx,292096,292008,14322744,8,1.641335,139.620435
0400_p0291.mtx,256,543,2283,8,0.020742,1.761093
2108_stat96v1.mtx,6016,197472,588798,8,0.199033,47.332772
0211_gre_216a.mtx,256,216,876,8,0.015469,0.906065
1610_lpl3.mtx,10880,33686,100525,8,0.061663,26.083804
1998_nemeth08.mtx,9600,9506,394816,8,0.064054,98.621454
1884_s2rmq4m1.mtx,5504,5489,281111,8,0.058062,77.464820
0712_D_6.mtx,1024,435,6491,8,0.016655,6.235758
0545_lp_nug07.mtx,640,931,4214,8,0.016055,4.199512
1085_primagaz.mtx,1664,10836,21665,8,0.030482,11.371796
2663_pwtk.mtx,217984,217918,11634424,8,1.437055,129.536282
1980_ecl32.mtx,52096,51993,380415,8,0.067473,90.208496
2293_bcsstk31.mtx,35712,35588,1181416,8,0.157839,119.758825
0321_oscil_dcop_06.mtx,512,430,1544,8,0.016394,1.506900
1015_n4c5-b8.mtx,1920,3635,17055,8,0.017296,15.777117
2049_vsp_c-60_data_cti_cs4.mtx,85888,85830,482160,8,0.446837,17.264810
1524_c-31.mtx,5376,5339,78571,8,0.064389,19.523957
0127_GD98_c.mtx,128,112,336,8,0.015411,0.348836
1191_LeGresley_4908.mtx,4992,4908,30482,8,0.021128,23.083715
1761_t2dah.mtx,11520,11445,176117,8,0.042835,65.784372
1183_rdb5000.mtx,5120,5000,29600,8,0.018739,25.273612
1788_torsion1.mtx,40064,40000,197608,8,0.048010,65.855240
1698_cca.mtx,49152,49152,139264,8,0.047041,47.367676
1072_sherman5.mtx,3328,3312,20793,8,0.020003,16.631633
2335_rgg_n_2_17_s0.mtx,131072,131072,1457506,8,0.191216,121.956640
0159_mycielskian6.mtx,128,47,472,8,0.019090,0.395604
0090_n4c5-b1.mtx,128,15,210,8,0.015407,0.218086
0435_Harvard500.mtx,512,500,2636,8,0.041156,1.024790
0923_ex32.mtx,1280,1159,11343,8,0.017034,10.654146
1836_lowThrust_13.mtx,18560,18476,224897,8,0.060485,59.492027
2080_c-58.mtx,37632,37595,552557,8,0.119026,74.277359
0202_rajat11.mtx,256,135,812,8,0.019798,0.656240
1635_vsp_data_and_seymourl.mtx,9216,9167,111732,8,0.044369,40.291981
1766_dictionary28.mtx,52736,52652,178076,8,0.046499,61.274685
2682_memchip.mtx,2707584,2707524,14810202,8,1.911525,123.965563
1286_jan99jac020sc.mtx,6784,6774,38692,8,0.031120,19.892957
2334_n4c6-b10.mtx,132480,186558,1456422,8,0.191048,121.973427
1441_crack.mtx,10240,10240,60760,8,0.036104,26.926776
1225_n4c5-b6.mtx,4736,4340,33145,8,0.019497,27.199870
2366_mo2010.mtx,343680,343565,1656568,8,0.234661,112.950488
0941_rdb2048_noL.mtx,2048,2048,12032,8,0.016951,11.357179
0266_bibd_15_3.mtx,128,455,1365,8,0.016611,1.314783
1776_nemswrld.mtx,7168,28550,192283,8,0.074000,41.574793
2410_conf6_0-8x8-20.mtx,49152,49152,1916928,8,0.242669,126.389713
2189_ma2010.mtx,157568,157508,776610,8,0.121767,102.044973
1589_as-22july06.mtx,23040,22963,96872,8,0.076054,20.379724
0508_bcsstm24.mtx,3584,3562,3562,8,0.015568,3.660730
0691_fs_760_3.mtx,768,760,5976,8,0.017513,5.459578
2186_dc1.mtx,116864,116835,766396,8,0.133577,91.799962
1954_onetone1.mtx,36096,36057,341088,8,0.057296,95.249584
2469_matrix-new_3.mtx,125440,125329,2678750,8,0.378211,113.322888
1480_ex3sta1.mtx,17536,17516,68779,8,0.030330,36.282542
0798_well1850.mtx,1920,712,8758,8,0.016366,8.562283
2451_TSOPF_FS_b162_c4.mtx,40832,40798,2398220,8,0.319217,120.205262
2121_lp_osa_30.mtx,4352,104374,604488,8,0.146407,66.061244
0645_fpga_dcop_08.mtx,1280,1220,5888,8,0.019023,4.952427
0404_celegansneural.mtx,384,297,2345,8,0.018752,2.000884
1688_cavity26.mtx,4608,4562,138187,8,0.034595,63.910841
2088_c-62ghs.mtx,41856,41731,559343,8,0.121898,73.417851
1474_flowmeter5.mtx,9728,9669,67391,8,0.036315,29.692086
0469_mk12-b1.mtx,1536,66,2970,8,0.015470,3.071761
2294_tn2010.mtx,240128,240116,1193966,8,0.176988,107.936467
1844_lhr10.mtx,10752,10672,232633,8,0.063957,58.197358
1359_crew1.mtx,256,6469,46950,8,0.067614,11.110175
0417_dw256A.mtx,512,512,2480,8,0.016036,2.474507
1924_rlfprim.mtx,58880,62716,320591,8,0.063501,80.777125
0371_ch5-5-b2.mtx,640,200,1800,8,0.016082,1.790820
1851_igbt3.mtx,11008,10938,234006,8,0.049553,75.557855
1198_lpi_greenbea.mtx,2432,5596,31074,8,0.046928,10.594584
1092_bcsstm10.mtx,1152,1086,22092,8,0.019407,18.213777
1644_psse2.mtx,28672,11028,115262,8,0.038071,48.440239
1392_cz5108.mtx,5120,5108,51412,8,0.036603,22.473560
0644_fpga_dcop_09.mtx,1280,1220,5888,8,0.019469,4.838818
1297_G25.mtx,2048,2000,39980,8,0.034760,18.402728
0339_oscil_dcop_35.mtx,512,430,1544,8,0.016311,1.514563
1943_Chevron1.mtx,37376,37365,330633,8,0.064487,82.034217
1332_fd15.mtx,11648,11532,44206,8,0.021351,33.127054
1888_vsp_sctap1-2b_and_seymourl.mtx,40192,40174,281662,8,0.099877,45.121481
0461_can_256.mtx,256,256,2916,8,0.038033,1.226719
0075_refine.mtx,128,62,153,8,0.019958,0.122660
2457_tsyl201.mtx,20736,20685,2454957,8,0.354888,110.680968
0718_can_715.mtx,768,715,6665,8,0.032956,3.235795
0016_lpi_itest6.mtx,128,17,29,8,0.017197,0.026981
1227_reorientation_4.mtx,2816,2717,33630,8,0.075579,7.119467
1419_c-33.mtx,6400,6317,56123,8,0.072307,12.418879
2022_wy2010.mtx,86272,86204,427586,8,0.087040,78.600483
2792_circuit5M.mtx,5558400,5558326,59524291,8,7.541726,126.282582
0261_M10PI_n1.mtx,640,528,1317,8,0.015325,1.374983
1616_cz10228.mtx,10240,10228,102876,8,0.036400,45.220617
1542_lhr04.mtx,4224,4101,82682,8,0.055249,23.944587
0519_mk9-b3.mtx,1024,1260,3780,8,0.015546,3.890402
1650_conf5_0-4x4-26.mtx,3072,3072,119808,8,0.039766,48.205297
2575_F2.mtx,71552,71505,5294285,8,0.666779,127.041413
1530_ex12.mtx,4096,3973,80211,8,0.036816,34.859222
1520_lp_stocfor3.mtx,16768,23541,76473,8,0.036681,33.356800
2126_TSOPF_RS_b162_c3.mtx,15488,15374,610299,8,0.119268,81.872316
1144_n3c6-b9.mtx,2560,4935,25110,8,0.017777,22.599674
2471_pct20stif.mtx,52352,52329,2698463,8,0.350534,123.170514
1485_bloweybq.mtx,10112,10001,69991,8,0.047470,23.591030
0892_adder_dcop_63.mtx,1920,1813,11246,8,0.039379,4.569286
2546_t3dh_e.mtx,79232,79171,4352105,8,0.512420,135.891764
0794_dwt_1005.mtx,1024,1005,8621,8,0.017581,7.845546
1617_shuttle_eddy.mtx,10496,10429,103599,8,0.037841,43.803852
2688_TSOPF_RS_b2383.mtx,38144,38120,16171169,8,1.876769,137.863924
0305_oscil_dcop_42.mtx,512,430,1544,8,0.016452,1.501575
1154_n4c5-b5.mtx,4352,2852,26040,8,0.018454,22.577199
0742_lp_sctap2.mtx,1152,2500,7334,8,0.018009,6.515995
1540_176bit.mtx,7552,7431,82270,8,0.035695,36.877097
0493_bp_0.mtx,896,822,3276,8,0.049229,1.064744
0510_bcsstm21.mtx,3712,3600,3600,8,0.015470,3.723370
1181_msc01050.mtx,1152,1050,29156,8,0.030173,15.460616
0486_G13.mtx,896,800,3200,8,0.015422,3.319964
0279_rajat14.mtx,256,180,1503,8,0.038132,0.630655
1371_ww_vref_6405.mtx,13312,13251,48737,8,0.036575,21.320593
2360_dblp-2010.mtx,326272,326186,1615400,8,0.239534,107.902866
0994_Erdos992.mtx,6144,6100,15030,8,0.021691,11.086507
2084_Trefethen_20000.mtx,20096,20000,554466,8,0.086947,102.032533
2466_ASIC_320k.mtx,321920,321821,2635364,8,0.397120,106.179059
2364_lp1.mtx,534400,534388,1643420,8,0.312060,84.261771
1795_chem_master1.mtx,40448,40401,201201,8,0.045757,70.354379
0213_polbooks.mtx,128,105,882,8,0.017342,0.813770
0717_m3plates.mtx,11136,11107,6639,8,0.017290,6.143536
2020_ted_A.mtx,10624,10605,424587,8,0.068936,98.546818
2693_hugetric-00000.mtx,5824640,5824554,17467046,8,3.106924,89.951589
1966_a0nsdsil.mtx,80128,80016,355034,8,0.102795,55.260895
1532_lowThrust_3.mtx,7168,7064,80645,8,0.038915,33.157278
2506_ch8-8-b5.mtx,564480,376320,3386880,8,0.416981,129.958294
0917_adder_dcop_41.mtx,1920,1813,11246,8,0.039793,4.521841
1254_Chebyshev3.mtx,4224,4101,36879,8,0.039353,14.993999
1967_bcsstk38.mtx,8064,8032,355460,8,0.062906,90.409924
1525_pesa.mtx,11776,11738,79566,8,0.030933,41.154941
0943_can_1054.mtx,1152,1054,12196,8,0.019260,10.131689
2629_bibd_20_10.mtx,0729_can_634.mtx,640,634,7228,8,0.018265
2462_ch7-9-b5.mtx,423424,317520,2540160,8,0.316823,128.281541
0240_saylr1.mtx,256,238,1128,8,0.015822,1.140721
0795_lshp1270.mtx,1280,1270,8668,8,0.016563,8.373569
1736_OPF_3754.mtx,15488,15435,158273,8,0.042453,59.650568
2755_soc-Pokec.mtx,0358_IG5-8.mtx,256,292,1711,8,0.020959
0663_fpga_dcop_02.mtx,1280,1220,5892,8,0.019249,4.897552
1780_c-50.mtx,22528,22401,193625,8,0.084740,36.558845
2225_ar2010.mtx,186240,186211,904310,8,0.137356,105.339119
1133_mcfe.mtx,768,765,24382,8,0.051909,7.515260
1239_rail_5177.mtx,5248,5177,35185,8,0.020043,28.087197
1697_rail_20209.mtx,20224,20209,139233,8,0.037692,59.104223
2311_c-73.mtx,169472,169422,1279274,8,0.184122,111.167286
1582_lp_nug15.mtx,6400,22275,94950,8,0.036719,41.374099
0843_lp_czprob.mtx,1024,3562,10708,8,0.060751,2.820175
0308_oscil_dcop_45.mtx,512,430,1544,8,0.016391,1.507206
1518_cavity15.mtx,2688,2597,76367,8,0.030554,39.990427
0556_ch6-6-b5.mtx,768,4320,4320,8,0.015965,4.329560
1885_s1rmq4m1.mtx,5504,5489,281111,8,0.058887,76.379726
2492_delaunay_n19.mtx,524288,524288,3145646,8,0.402337,125.095045
1517_cavity11.mtx,2688,2597,76367,8,0.030561,39.981048
0975_yeast.mtx,2432,2361,13828,8,0.026134,8.465964
1594_msc04515.mtx,4608,4515,97707,8,0.036421,42.923076
0042_rgg010.mtx,128,10,76,8,0.016009,0.075957
1029_mhd3200b.mtx,3200,3200,18316,8,0.017568,16.681117
1127_model3.mtx,1664,4578,23974,8,0.036427,10.530282
2795_Geo_1438.mtx,1438080,1437960,63156690,8,7.226810,139.827544
2569_mono_500Hz.mtx,169472,169410,5036288,8,0.604657,133.266721
2625_ship_003.mtx,121728,121728,8086034,8,0.954357,135.564134
1733_lhr07.mtx,7424,7337,156508,8,0.056883,44.022277
2653_Si87H76.mtx,240384,240369,10661631,8,1.224817,139.274800
1303_G67.mtx,10112,10000,40000,8,0.019474,32.863495
0061_ibm32.mtx,128,32,126,8,0.015434,0.130622
1925_bcsstm36.mtx,23168,23052,320606,8,0.064676,79.313238
0002_Trec3.mtx,128,2,1,8,0.015382,0.001040
2673_JP.mtx,87680,67320,13734559,8,1.598560,137.469342
1923_rgg_n_2_15_s0.mtx,32768,32768,320480,8,0.061667,83.151194
2425_neos3.mtx,512256,518832,2055024,8,0.847117,38.814459
2676_italy_osm.mtx,6686592,6686493,14027956,8,2.697922,83.192651
0010_ch3-3-b2.mtx,128,18,18,8,0.015285,0.018842
1329_freeFlyingRobot_13.mtx,5760,5718,43994,8,0.030990,22.713943
2134_rajat17.mtx,94336,94294,641159,8,0.149744,68.507387
1349_model4.mtx,1408,4962,45753,8,0.053627,13.650766
2707_af_shell3.mtx,504960,504855,17588875,8,2.004157,140.419117
0748_fpga_trans_02.mtx,1280,1220,7382,8,0.020348,5.804481
2502_bibd_19_9.mtx,256,92378,3325608,8,0.456334,116.602590
2720_rajat31.mtx,4690048,4690002,20316253,8,2.803069,115.965761
1721_bloweya.mtx,30080,30004,150009,8,0.056843,42.223894
1425_ch8-8-b2.mtx,18816,1568,56448,8,0.036632,24.654993
0164_west0167.mtx,256,167,507,8,0.015592,0.520264
1331_Franz5.mtx,7424,2882,44056,8,0.020578,34.255501
0818_G18.mtx,896,800,9388,8,0.036843,4.076950
0968_lp_fit1d.mtx,128,1049,13427,8,0.062481,3.438335
2762_vas_stokes_1M.mtx,1090688,1090664,34767207,8,3.974395,139.964781
2513_ifiss_mat.mtx,96384,96307,3599932,8,0.431552,133.469148
2359_TF18.mtx,95488,123867,1597545,8,0.210395,121.489046
0576_Trefethen_300.mtx,384,300,4678,8,0.016659,4.493031
1955_HEP-th.mtx,27264,27240,342437,8,0.085885,63.794570
1257_deter7.mtx,6400,18153,37131,8,0.022011,26.990505
2363_Zd_Jac2.mtx,22912,22835,1642833,8,0.251946,104.329220
1971_c-65.mtx,48128,48066,360528,8,0.094047,61.335752
0649_fpga_dcop_32.mtx,1280,1220,5892,8,0.019290,4.886999
1563_cis-n4c6-b13.mtx,6400,25605,88200,8,0.036725,38.425747
0282_cz148.mtx,256,148,1527,8,0.018737,1.303974
0526_ck656.mtx,768,656,3884,8,0.016582,3.747573
0531_cis-n4c6-b2.mtx,1408,210,3990,8,0.015701,4.066101
0059_GlossGT.mtx,128,72,122,8,0.015214,0.128305
2347_nemeth23.mtx,9600,9506,1506810,8,0.205104,117.545050
0487_small.mtx,768,1400,3207,8,0.017142,2.993285
0841_rotor2.mtx,896,791,10685,8,0.019269,8.872403
0105_GD99_b.mtx,128,64,252,8,0.015479,0.260489
0454_Trefethen_200b.mtx,256,199,2873,8,0.016749,2.744602
1406_beaflw.mtx,512,507,53403,8,0.065666,13.012021
0630_jazz.mtx,256,198,5484,8,0.030262,2.899452
0338_oscil_dcop_44.mtx,512,430,1544,8,0.016540,1.493586
1103_sstmodel.mtx,3456,3345,22749,8,0.018648,19.518193
1002_bcsstm37.mtx,25600,25503,15525,8,0.020768,11.960967
0660_fpga_dcop_40.mtx,1280,1220,5892,8,0.019278,4.890146
0502_hangGlider_1.mtx,384,360,3477,8,0.046592,1.194025
0751_GL7d26.mtx,384,2798,7412,8,0.049865,2.378275
0960_bcsstk08.mtx,1152,1074,12960,8,0.040127,5.167530
2610_cont1_l.mtx,1918464,1921596,7031999,8,1.039842,108.201030
1931_EAT_SR.mtx,23296,23219,325589,8,0.058817,88.570773
2322_pli.mtx,22784,22695,1350309,8,0.176928,122.111680
2661_kim2.mtx,457088,456976,11330020,8,1.356987,133.590345
1095_lock_700.mtx,768,700,22175,8,0.067172,5.281988
1023_lshp2614.mtx,2688,2614,17980,8,0.021152,13.600296
1026_spiral.mtx,1536,1434,18228,8,0.071622,4.072069
1638_scsd8-2c.mtx,5248,35910,112770,8,0.046199,39.055709
0503_dwt_193.mtx,256,193,3493,8,0.021096,2.649235
0782_lp_scfxm3.mtx,1024,1800,8206,8,0.031468,4.172404
1281_G3.mtx,896,800,38352,8,0.045607,13.454803
0652_fpga_dcop_44.mtx,1280,1220,5892,8,0.023186,4.065966
0135_GD06_theory.mtx,128,101,380,8,0.019583,0.310471
0304_oscil_dcop_10.mtx,512,430,1544,8,0.017592,1.404262
0115_curtis54.mtx,128,54,291,8,0.030250,0.153915
2181_lhr34c.mtx,35200,35152,764014,8,0.137267,89.054224
0349_dwt_221.mtx,256,221,1629,8,0.020442,1.275013
0474_can_268.mtx,384,268,3082,8,0.021863,2.255509
1958_vibrobox.mtx,12416,12328,342828,8,0.074245,73.880248
2494_amazon0312.mtx,400768,400727,3200440,8,0.437228,117.117477
1793_jnlbrng1.mtx,40064,40000,199200,8,0.051785,61.546942
1948_me2010.mtx,69632,69518,335476,8,0.084667,63.396424
1405_shermanACd.mtx,6144,6136,53329,8,0.074376,11.472248
1573_big.mtx,13312,13209,91465,8,0.045384,32.246044
1483_ex20.mtx,2304,2203,69981,8,0.064714,17.302295
0242_flower_7_1.mtx,512,393,1178,8,0.017153,1.098840
2394_cfd1.mtx,70656,70656,1828364,8,0.258865,113.008216
2548_TF19.mtx,241152,317955,4370721,8,0.583994,119.746909
2319_raefsky4.mtx,19840,19779,1328611,8,0.209347,101.543221
0947_D_9.mtx,896,1133,12395,8,0.021308,9.307512
0561_Maragal_2.mtx,640,350,4357,8,0.026171,2.663753
1365_rosen2.mtx,1152,3080,47536,8,0.062962,12.080016
0521_bp_200.mtx,896,822,3802,8,0.056015,1.085997
0463_qh768.mtx,768,768,2934,8,0.017846,2.630456
1134_delaunay_n12.mtx,4096,4096,24528,8,0.022510,17.434372
2236_net50.mtx,16384,16320,945200,8,0.153094,98.783660
1196_lp_greenbea.mtx,2432,5598,31070,8,0.063789,7.793186
0612_nos5.mtx,512,468,5172,8,0.018270,4.529381
2025_bcsstk17.mtx,11008,10974,428650,8,0.103576,66.216398
1633_scfxm1-2b.mtx,19072,33047,111052,8,0.047513,37.396962
0381_bcsstm26.mtx,2048,1922,1922,8,0.017348,1.772651
1752_jan99jac080.mtx,27648,27534,171522,8,0.061985,44.274276
2477_thermomech_dK.mtx,204416,204316,2846228,8,0.380964,119.537779
0013_relat3.mtx,128,5,24,8,0.016314,0.023539
2050_af23560.mtx,23680,23560,484256,8,0.084699,91.477622
1965_cit-HepTh.mtx,27776,27770,352807,8,0.100725,56.042957
0844_filter2D.mtx,1792,1668,10750,8,0.021030,8.178637
0732_lp_nug08.mtx,1024,1632,7296,8,0.017354,6.726829
2562_rajat29.mtx,644096,643994,4866270,8,0.710282,109.618891
1597_se.mtx,32768,32768,98300,8,0.044886,35.039542
2835_mycielskian18.mtx,0951_D_7.mtx,1280,971,12714,8,0.019919
0009_rel3.mtx,128,5,18,8,0.015584,0.018480
1811_g3rmt3m3.mtx,5376,5357,207695,8,0.054486,60.989898
2560_apache2.mtx,715264,715176,4817870,8,0.591360,130.353569
1872_airfoil_2d.mtx,14336,14214,259688,8,0.052009,79.890824
1025_freeFlyingRobot_4.mtx,2432,2358,18218,8,0.066476,4.384852
0323_oscil_dcop_31.mtx,512,430,1544,8,0.016270,1.518409
1797_c-52.mtx,24064,23948,202716,8,0.052838,61.385302
1414_ex10.mtx,2432,2410,54840,8,0.036763,23.867657
2244_crystk02.mtx,14080,13965,968583,8,0.134366,115.336502
1764_wang3.mtx,26112,26064,177168,8,0.041871,67.700651
0814_G21.mtx,896,800,9334,8,0.036339,4.109798
1280_G2.mtx,896,800,38352,8,0.026672,23.006488
0006_mycielskian3.mtx,128,5,10,8,0.015170,0.010547
1691_cavity24.mtx,4608,4562,138187,8,0.034604,63.893702
2632_thermal2.mtx,1228160,1228045,8580313,8,1.030162,133.265490
0231_pde225.mtx,256,225,1065,8,0.015678,1.086839
0320_oscil_dcop_04.mtx,512,430,1544,8,0.016254,1.519853
0924_watt_1.mtx,1920,1856,11360,8,0.017119,10.617716
0608_Franz1.mtx,2304,768,5120,8,0.019039,4.302796
2608_sls.mtx,1748224,62729,6804304,8,0.934471,116.503193
1946_ckt11752_dc_1.mtx,49792,49702,333029,8,0.086773,61.407032
2518_smt.mtx,25728,25710,3753184,8,0.468755,128.107181
1282_G1.mtx,896,800,38352,8,0.020382,30.107014
0509_dwt_419.mtx,512,419,3563,8,0.016285,3.500578
2443_Stanford.mtx,281984,281903,2312497,8,0.405745,91.190091
1509_cegb3306.mtx,3328,3306,74916,8,0.032989,36.334889
1177_spaceShuttleEntry_3.mtx,1920,1834,28757,8,0.034159,13.469876
0812_G15.mtx,896,800,9322,8,0.033436,4.460868
0395_tols340.mtx,384,340,2196,8,0.024523,1.432792
0520_sherman4.mtx,1152,1104,3786,8,0.016191,3.741432
1537_dano3mip.mtx,3328,15851,81633,8,0.040507,32.244189
1418_Goodwin_013.mtx,2048,1965,56069,8,0.024219,37.041906
0190_zed.mtx,128,142,666,8,0.016289,0.654180
0926_extr1.mtx,2944,2837,11407,8,0.017087,10.681492
2200_nemeth19.mtx,9600,9506,818302,8,0.125366,104.436638
2229_soc-Slashdot0811.mtx,77440,77360,905468,8,0.182997,79.167903
1919_Goodwin_030.mtx,10240,10142,312814,8,0.051911,96.416118
0373_rw496.mtx,512,496,1859,8,0.015298,1.944288
1710_bauru5727.mtx,40448,40366,145019,8,0.042546,54.536217
1591_Franz9.mtx,19712,4164,97508,8,0.032120,48.571855
0884_adder_dcop_39.mtx,1920,1813,11246,8,0.041609,4.324427
2159_image_interp.mtx,240000,120000,711683,8,0.136596,83.362305
0899_adder_dcop_15.mtx,1920,1813,11246,8,0.039990,4.499494
2445_ASIC_680ks.mtx,682752,682712,2329176,8,0.370606,100.556408
1512_ex13.mtx,2688,2568,75628,8,0.043136,28.052033
1905_c-60.mtx,43648,43640,298578,8,0.065183,73.290099
2579_para-9.mtx,156032,155924,5416358,8,0.662873,130.736533
0128_wheel_7_1.mtx,128,113,338,8,0.015407,0.351013
0173_Trec8.mtx,128,84,549,8,0.018567,0.473109
0109_GD97_b.mtx,128,47,264,8,0.016956,0.249111
2315_n4c6-b7.mtx,163328,104115,1305720,8,0.171734,121.650584
1315_dw4096.mtx,8192,8192,41746,8,0.020840,32.050918
2102_ASIC_100ks.mtx,99200,99190,578890,8,0.114651,80.786719
0204_dwt_234.mtx,256,234,834,8,0.016768,0.795802
0511_L.mtx,1024,956,3640,8,0.015400,3.781818
0697_jpwh_991.mtx,1024,991,6027,8,0.016887,5.710458
0601_lpi_klein2.mtx,512,531,5062,8,0.020820,3.890165
2414_rajat24.mtx,358272,358172,1948235,8,0.304170,102.481381
0721_orsirr_1.mtx,1152,1030,6858,8,0.016777,6.540274
2478_stat96v2.mtx,29184,957432,2852184,8,0.353411,129.127093
2472_ct20stif.mtx,52352,52329,2698463,8,0.349906,123.391475
1358_meg4.mtx,5888,5860,46842,8,0.034590,21.667493
2556_tmt_unsym.mtx,917888,917825,4584801,8,0.588619,124.625387
1983_lhr17c.mtx,17664,17576,381975,8,0.076344,80.053106
1552_kineticBatchReactor_7.mtx,8064,7968,84508,8,0.056634,23.874947
0990_lp_pilot_ja.mtx,1024,2267,14977,8,0.034287,6.989088
