mtx,m,n,nnz,N,time,gflops
0952_Kohonen.mtx,4480,4470,12731,8,0.060408,3.372014
2133_rajat16.mtx,94336,94294,641159,8,0.146967,69.801907
0403_netz4504_dual.mtx,640,615,2342,8,0.015346,2.441771
2721_M6.mtx,3501824,3501776,21003872,8,2.937333,114.410566
0986_hangGlider_2.mtx,1664,1647,14754,8,0.058077,4.064660
2491_pkustk03.mtx,63360,63336,3130416,8,0.376952,132.872837
0329_oscil_dcop_34.mtx,512,430,1544,8,0.016519,1.495475
1896_g7jac080.mtx,23680,23670,293976,8,0.058639,80.212606
1411_c-32.mtx,6016,5975,54471,8,0.052822,16.499344
1347_g7jac020.mtx,5888,5850,45465,8,0.036490,19.935054
1586_linverse.mtx,12032,11999,95977,8,0.036784,41.747318
1939_lpl1.mtx,32512,32460,328036,8,0.072390,72.504397
2210_g7jac200.mtx,59392,59310,837936,8,0.120343,111.406798
1684_ACTIVSg10K.mtx,20096,20000,137736,8,0.038633,57.044548
0919_adder_dcop_45.mtx,1920,1813,11246,8,0.039396,4.567327
0653_fpga_dcop_43.mtx,1280,1220,5892,8,0.019030,4.953950
1798_c-51.mtx,23296,23196,203050,8,0.079014,41.116590
0769_cat_ears_2_4.mtx,1024,2689,7982,8,0.016399,7.787606
1632_c-42.mtx,10496,10471,110285,8,0.052492,33.615564
1224_gemat12.mtx,4992,4929,33111,8,0.034870,15.192811
0869_adder_dcop_57.mtx,1920,1813,11246,8,0.039384,4.568752
1421_bcsstk27.mtx,1280,1224,56126,8,0.061427,14.619207
1627_gen4.mtx,1664,4298,107103,8,0.042662,40.168124
2349_nemeth26.mtx,9600,9506,1511760,8,0.204684,118.173387
1538_GL7d25.mtx,2816,21074,81671,8,0.063534,20.567481
1161_qc324.mtx,384,324,26730,8,0.101641,4.207742
2723_kron_g500-logn18.mtx,262144,262144,21165908,8,2.479311,136.592200
0710_lp_ship04l.mtx,512,2166,6380,8,0.023246,4.391326
0230_relat5.mtx,384,35,1058,8,0.015381,1.100549
2029_stormg2-125.mtx,66304,172431,433256,8,0.075040,92.378245
2561_s3dkq4m2.mtx,90496,90449,4820891,8,0.602919,127.934649
2389_IG5-18.mtx,48000,41550,1790490,8,0.224575,127.564704
0933_G53.mtx,1024,1000,11828,8,0.036645,5.164330
2002_mark3jac140.mtx,64128,64089,399735,8,0.074573,85.765172
1869_tandem_vtx.mtx,18560,18454,253350,8,0.051321,78.985913
1996_nemeth06.mtx,9600,9506,394808,8,0.063326,99.753200
2292_xenon1.mtx,48640,48600,1181120,8,0.158627,119.134099
1680_bodyy6.mtx,19456,19366,134748,8,0.037830,56.991707
1016_rbsa480.mtx,512,480,17088,8,0.019444,14.061559
1676_c-46.mtx,14976,14913,130397,8,0.065053,32.071734
0758_WorldCities.mtx,384,100,7518,8,0.030091,3.997533
1831_lowThrust_9.mtx,18048,18044,219589,8,0.070502,49.834104
2378_fem_filter.mtx,74112,74062,1731206,8,0.238696,116.044022
1679_mycielskian11.mtx,1536,1535,134710,8,0.075645,28.493059
1783_skirt.mtx,12672,12598,196520,8,0.047021,66.870923
2532_barrier2-12.mtx,115712,115625,3897557,8,0.465348,134.009316
0662_fpga_dcop_33.mtx,1280,1220,5892,8,0.019404,4.858356
1004_ukerbe1.mtx,6016,5981,15704,8,0.017417,14.426001
2604_auto.mtx,448768,448695,6629222,8,0.786082,134.931937
1584_epb1.mtx,14848,14734,95053,8,0.036392,41.790833
1314_Lederberg.mtx,8960,8843,41601,8,0.063728,10.444703
0683_fpga_dcop_17.mtx,1280,1220,5892,8,0.019104,4.934797
1151_cz2548.mtx,2560,2548,25674,8,0.019548,21.013775
0640_fpga_dcop_06.mtx,1280,1220,5860,8,0.018838,4.977153
0791_lp_scsd8.mtx,512,2750,8584,8,0.017484,7.855569
2148_heart3.mtx,2432,2339,682797,8,0.158310,69.008430
1048_spaceStation_9.mtx,1280,1180,19674,8,0.037557,8.381502
1668_memplus.mtx,17792,17758,126150,8,0.066481,30.360485
0488_dwt_346.mtx,384,346,3226,8,0.016584,3.112403
0962_lpi_klein3.mtx,1024,1082,13101,8,0.020555,10.197680
2160_Zd_Jac3_db.mtx,22912,22835,713907,8,0.115694,98.730743
0820_mk10-b2.mtx,3200,630,9450,8,0.016309,9.271032
0802_EPA.mtx,4864,4772,8965,8,0.038998,3.678136
2048_c-59.mtx,41344,41282,480536,8,0.078220,98.293888
2234_kim1.mtx,38528,38415,933195,8,0.129834,115.001603
2011_rail507.mtx,512,63516,409856,8,0.107719,60.877997
1018_add20.mtx,2432,2395,17319,8,0.036376,7.617837
1122_geom.mtx,7424,7343,23796,8,0.036341,10.476847
1310_bips98_1142.mtx,9856,9735,40983,8,0.027067,24.226385
1299_G31.mtx,2048,2000,39980,8,0.020920,30.577157
2190_vsp_mod2_pgp2_slptsk.mtx,101376,101364,778736,8,0.162022,76.901565
2644_flickr.mtx,820992,820878,9837214,8,1.339055,117.542123
0557_N_biocarta.mtx,2048,1996,4335,8,0.025622,2.707010
2647_kron_g500-logn17.mtx,131072,131072,10228360,8,1.219284,134.221144
2456_nv1.mtx,75520,75468,2449194,8,0.302807,129.413009
0964_power.mtx,4992,4941,13188,8,0.017884,11.798428
2081_e40r0100.mtx,17408,17281,553562,8,0.087514,101.206443
1378_lp_ken_11.mtx,14720,21349,49058,8,0.039434,19.904765
2176_g7jac180sc.mtx,53376,53370,747276,8,0.110474,108.228090
0744_jagmesh3.mtx,1152,1089,7361,8,0.016284,7.232465
2483_stomach.mtx,213376,213360,3021648,8,0.369732,130.760527
1057_G57.mtx,5120,5000,20000,8,0.017484,18.302783
0429_rdb450.mtx,512,450,2580,8,0.015396,2.681182
2759_3Dspectralwave.mtx,680960,680943,33650589,8,3.816973,141.056639
1444_barth5.mtx,15616,15606,61484,8,0.033948,28.978075
0069_ch4-4-b1.mtx,128,16,144,8,0.015205,0.151533
0377_mesh3em5.mtx,384,289,1889,8,0.016284,1.856011
1434_co5.mtx,5888,12325,57993,8,0.062702,14.798361
1472_ex14.mtx,3328,3251,66775,8,0.034306,31.143690
1840_mark3jac080.mtx,36736,36609,227955,8,0.053184,68.578066
1361_nl.mtx,7040,15325,47035,8,0.034791,21.630617
1180_n4c5-b7.mtx,3712,4735,29080,8,0.019200,24.233212
0126_GD97_a.mtx,128,84,332,8,0.015287,0.347496
0906_adder_dcop_33.mtx,1920,1813,11246,8,0.043040,4.180691
0692_fs_760_1.mtx,768,760,5976,8,0.018186,5.257675
0733_lp_qap8.mtx,1024,1632,7296,8,0.016214,7.199541
1270_rkat7_mat5.mtx,768,738,38114,8,0.068060,8.960073
1162_ex2.mtx,512,441,26839,8,0.076786,5.592502
0063_bcsstm04.mtx,256,132,132,8,0.015182,0.139113
0071_Trec7.mtx,128,36,147,8,0.016718,0.140684
2645_shipsec5.mtx,179968,179860,10113096,8,1.179410,137.195269
2391_Goodwin_071.mtx,56064,56021,1797934,8,0.222868,129.075875
1893_t520.mtx,5632,5563,286341,8,0.059944,76.429382
1856_ACTIVSg70K.mtx,70016,69999,238627,8,0.057131,66.829568
1667_ri2010.mtx,25216,25181,125750,8,0.037183,54.111157
1572_IG5-13.mtx,4096,4731,91209,8,0.032446,44.978312
1112_G42.mtx,2048,2000,23558,8,0.044792,8.415122
0680_fpga_dcop_15.mtx,1280,1220,5892,8,0.019311,4.881848
2437_il2010.mtx,451584,451554,2164464,8,0.298597,115.980672
1006_lp_cre_c.mtx,3072,6411,15977,8,0.052901,4.832299
0704_lp_perold.mtx,640,1506,6148,8,0.019347,5.084463
1058_sherman3.mtx,5120,5005,20033,8,0.018299,17.516049
0679_fpga_dcop_16.mtx,1280,1220,5892,8,0.019259,4.894891
2806_Long_Coup_dt6.mtx,1470208,1470152,87088992,8,9.924325,140.404906
1964_HEP-th-new.mtx,27776,27770,352807,8,0.085978,65.655222
2585_Hamrle3.mtx,1447424,1447360,5514242,8,0.811766,108.686308
2243_pcrystk02.mtx,14080,13965,968583,8,0.134247,115.438551
2509_stormG2_1000.mtx,528256,1377306,3459881,8,0.440196,125.757945
0522_QRpivot.mtx,768,749,3808,8,0.016325,3.732148
1386_lp_fit2p.mtx,3072,13525,50284,8,0.025090,32.066955
1160_Maragal_4.mtx,2048,1034,26719,8,0.067331,6.349279
1702_fome12.mtx,24320,48920,142528,8,0.060027,37.990103
2130_nemeth17.mtx,9600,9506,629620,8,0.089067,113.105240
0226_nos1.mtx,256,237,1017,8,0.015482,1.051037
0499_lp_beaconfd.mtx,256,295,3408,8,0.040443,1.348279
0101_lpi_forest6.mtx,128,131,246,8,0.015261,0.257910
0846_email.mtx,1152,1133,10902,8,0.032470,5.372026
0274_lp_bore3d.mtx,256,334,1448,8,0.021519,1.076652
1929_usroads-48.mtx,126208,126146,323900,8,0.075450,68.686911
0390_p0201.mtx,256,334,2056,8,0.021412,1.536310
0550_b_dyn.mtx,1152,1089,4264,8,0.016289,4.188465
1500_slptsk.mtx,2944,3347,72465,8,0.034863,33.257210
0985_Erdos982.mtx,5888,5822,14750,8,0.021822,10.814861
1062_stoch_aircraft.mtx,3840,7517,20267,8,0.017979,18.035696
1350_eurqsa.mtx,7296,7245,46142,8,0.034474,21.415198
0898_adder_dcop_25.mtx,1920,1813,11246,8,0.039516,4.553464
1725_Trec12.mtx,640,2726,151219,8,0.085556,28.279696
1860_astro-ph.mtx,16768,16706,242502,8,0.070545,55.000489
1519_cavity12.mtx,2688,2597,76367,8,0.028547,42.802008
1646_de2010.mtx,24192,24115,116056,8,0.037146,49.988844
1777_mult_dcop_03.mtx,25216,25187,193216,8,0.062026,49.841511
1660_bodyy4.mtx,17664,17546,121938,8,0.035672,54.692392
2354_lp_nug30.mtx,52352,379350,1567800,8,0.201662,124.390326
1064_CollegeMsg.mtx,1920,1899,20296,8,0.037921,8.563540
1129_ch.mtx,3712,8291,24102,8,0.034351,11.226242
2279_vsp_finan512_scagr7-2c_rlfddd.mtx,139776,139752,1104040,8,0.178676,98.864196
0286_oscil_dcop_43.mtx,512,430,1544,8,0.016448,1.501946
1521_aug2d.mtx,29056,29008,76832,8,0.036589,33.598129
0706_jagmesh1.mtx,1024,936,6264,8,0.016421,6.103502
2362_d_pretok.mtx,182784,182730,1641672,8,0.217086,120.996729
1263_t2dal_a.mtx,4352,4257,37465,8,0.019930,30.077778
0724_spaceShuttleEntry_1.mtx,640,560,6891,8,0.017184,6.416141
2096_c-68.mtx,64896,64810,566006,8,0.104557,86.614341
1894_bcsstk16.mtx,4992,4884,290378,8,0.053972,86.082102
1164_zenios.mtx,2944,2873,27191,8,0.020918,20.797989
2592_consph.mtx,83456,83334,6010480,8,0.727633,132.165108
2694_af_0_k101.mtx,503680,503625,17550675,8,1.998265,140.527331
1916_c-61.mtx,43648,43618,310016,8,0.081450,60.899412
2516_mycielskian14.mtx,12288,12287,3695512,8,0.496824,119.012273
0092_dwt_72.mtx,128,72,222,8,0.015444,0.229993
1319_utm3060.mtx,3072,3060,42211,8,0.021528,31.372634
1409_TSOPF_RS_b9_c6.mtx,7296,7224,54082,8,0.027024,32.020130
1169_model6.mtx,2176,5289,27628,8,0.044079,10.028516
0597_de063155.mtx,896,1848,4913,8,0.017495,4.493167
0032_jgl009.mtx,128,9,50,8,0.015609,0.051251
2043_ch8-8-b3.mtx,117632,18816,470400,8,0.080370,93.646603
2180_Baumann.mtx,112256,112211,760631,8,0.114358,106.421311
1336_deter3.mtx,7680,21777,44547,8,0.030966,23.016971
0350_M10PI_n.mtx,768,682,1633,8,0.015639,1.670701
0875_adder_dcop_60.mtx,1920,1813,11246,8,0.039214,4.588586
0749_fpga_trans_01.mtx,1280,1220,7382,8,0.020622,5.727507
0904_adder_dcop_30.mtx,1920,1813,11246,8,0.039401,4.566733
0108_cat_ears_2_1.mtx,128,85,254,8,0.015412,0.263688
0972_steam2.mtx,640,600,13760,8,0.037722,5.836444
1372_mimo28x28_system.mtx,13312,13251,48737,8,0.036558,21.330354
0778_N_pid.mtx,3712,3923,8054,8,0.039356,3.274332
2598_NACA0015.mtx,1039232,1039183,6229636,8,0.874762,113.944301
2737_delaunay_n22.mtx,4194304,4194304,25165738,8,3.081516,130.666794
1311_mbeause.mtx,512,496,41063,8,0.060686,10.826292
0200_cage6.mtx,128,93,785,8,0.016590,0.757064
0423_GL6_D_6.mtx,512,201,2526,8,0.016285,2.481809
0367_ch7-7-b1.mtx,896,49,1764,8,0.015437,1.828290
2677_crankseg_2.mtx,63872,63838,14148858,8,1.685390,134.320060
0834_S80PI_n.mtx,4224,4182,10261,8,0.017858,9.193472
0592_tumorAntiAngiogenesis_8.mtx,512,490,4776,8,0.062982,1.213296
0868_adder_dcop_16.mtx,1920,1813,11246,8,0.039416,4.565024
2058_c-66b.mtx,50048,49989,499007,8,0.108068,73.880205
2006_c-55.mtx,32896,32780,403450,8,0.096074,67.190153
0312_oscil_dcop_02.mtx,512,430,1544,8,0.016429,1.503657
1266_dynamicSoaringProblem_7.mtx,3584,3511,37680,8,0.038283,15.747873
1295_G28.mtx,2048,2000,39980,8,0.021668,29.522399
2323_li.mtx,22784,22695,1350309,8,0.172098,125.538552
0456_S20PI_n.mtx,1280,1182,2881,8,0.016458,2.800867
1803_TSOPF_RS_b162_c1.mtx,5376,5374,205399,8,0.091595,35.879585
1565_p2p-Gnutella30.mtx,36736,36682,88328,8,0.037211,37.979266
0143_gams10a.mtx,128,171,407,8,0.016619,0.391837
1370_mimo46x46_system.mtx,13312,13250,48735,8,0.036360,21.445752
0476_bcsstm23.mtx,3200,3134,3134,8,0.015445,3.246693
2047_g7jac120.mtx,35584,35550,475296,8,0.079585,95.554558
0840_lshp1561.mtx,1664,1561,10681,8,0.016533,10.336405
1873_ex19.mtx,12032,12005,259879,8,0.054084,76.881273
1583_lp_qap15.mtx,6400,22275,94950,8,0.036620,41.485346
1862_wing.mtx,62080,62032,243088,8,0.052806,73.655352
0332_oscil_dcop_50.mtx,512,430,1544,8,0.016492,1.497953
1719_hangGlider_4.mtx,15616,15561,149532,8,0.046813,51.107653
0745_Chem97ZtZ.mtx,2560,2541,7361,8,0.036740,3.205661
1267_lp_d6cube.mtx,512,6184,37704,8,0.058989,10.226799
1908_FX_March2010.mtx,1408,9498,301899,8,0.092283,52.343229
2555_thread.mtx,29824,29736,4470048,8,0.557349,128.323161
1742_ulevimin.mtx,6656,46937,164538,8,0.070000,37.608891
1620_r05.mtx,5248,9690,104145,8,0.072099,23.111613
1806_route.mtx,20992,43019,206782,8,0.069757,47.429130
1528_aug2dc.mtx,30208,30200,80000,8,0.037083,34.516918
2715_wikipedia-20051105.mtx,1635072,1634989,19753078,8,2.570451,122.954769
0307_oscil_dcop_26.mtx,512,430,1544,8,0.016456,1.501177
1921_crystk01.mtx,4992,4875,315891,8,0.065477,77.190989
1090_ch7-7-b2.mtx,7424,882,22050,8,0.018516,19.053989
0241_lp_lotfi.mtx,256,366,1136,8,0.036496,0.498025
0263_n4c5-b10.mtx,128,630,1320,8,0.016480,1.281573
0409_bcsstk05.mtx,256,153,2423,8,0.017311,2.239541
2357_pkustk09.mtx,34048,33960,1583640,8,0.203281,124.646657
0961_Pd.mtx,8192,8081,13036,8,0.017425,11.970264
1773_wiki-RfA.mtx,11392,11380,188077,8,0.073192,41.113968
0207_n3c5-b3.mtx,256,120,840,8,0.015448,0.869989
1250_dynamicSoaringProblem_4.mtx,3200,3191,36516,8,0.031833,18.353733
2313_in2010.mtx,267136,267071,1281716,8,0.185456,110.578438
0614_freeFlyingRobot_1.mtx,896,798,5246,8,0.037916,2.213717
0336_oscil_dcop_07.mtx,512,430,1544,8,0.016426,1.503921
0047_GD02_a.mtx,128,23,87,8,0.016493,0.084401
2373_ny2010.mtx,350208,350169,1709544,8,0.237697,115.073957
1399_l30.mtx,2816,16281,52070,8,0.036553,22.792115
1690_cavity25.mtx,4608,4562,138187,8,0.034951,63.258879
2689_TSOPF_RS_b2383_c1.mtx,38144,38120,16171169,8,1.877296,137.825195
1243_lp_dfl001.mtx,6144,12230,35632,8,0.047224,12.072407
1131_bcsstm34.mtx,640,588,24270,8,0.052454,7.403110
0150_lp_adlittle.mtx,128,138,424,8,0.017461,0.388522
0786_lp_ken_07.mtx,2432,3602,8404,8,0.020579,6.533966
2756_coPapersCiteseer.mtx,434176,434102,32073440,8,3.704653,138.521762
1981_c-56.mtx,35968,35910,380900,8,0.099407,61.307648
2526_laminar_duct3D.mtx,67200,67173,3833077,8,0.449776,136.355174
2056_std1_Jac2_db.mtx,22016,21982,498771,8,0.095758,83.338291
0966_radfr1.mtx,1152,1048,13299,8,0.019517,10.902267
0356_GD96_a.mtx,1152,1096,1677,8,0.016597,1.616663
1705_ted_B.mtx,10624,10605,144579,8,0.041235,56.099560
1188_data.mtx,2944,2851,30186,8,0.019234,25.110930
2616_radiation.mtx,223104,223104,7637688,8,0.883680,138.288718
2270_watson_1.mtx,201216,386992,1055093,8,0.176159,95.830984
1880_enron.mtx,69248,69244,276143,8,0.115135,38.374801
1033_eris1176.mtx,1280,1176,18552,8,0.030221,9.821943
0467_dwt_361.mtx,384,361,2953,8,0.016435,2.874895
0606_dwt_592.mtx,640,592,5104,8,0.016463,4.960435
0043_jgl011.mtx,128,11,76,8,0.016306,0.074576
2308_std1_Jac2.mtx,22016,21982,1248731,8,0.206484,96.761249
0651_fpga_dcop_46.mtx,1280,1220,5892,8,0.018779,5.020150
2117_3D_28984_Tetra.mtx,29056,28984,599170,8,0.140063,68.445611
1574_hangGlider_3.mtx,10368,10260,92703,8,0.061627,24.067999
2580_para-7.mtx,156032,155924,5416358,8,0.662933,130.724793
1241_reorientation_5.mtx,2944,2904,35590,8,0.032749,17.388254
2730_AS365.mtx,3799296,3799275,22736152,8,3.179893,114.399585
1034_lhr01.mtx,1536,1477,18592,8,0.014069,21.144188
0256_arc130.mtx,256,130,1282,8,0.036483,0.562240
2239_ASIC_100k.mtx,99456,99340,954163,8,0.157128,97.160527
1972_RFdevice.mtx,74112,74104,365580,8,0.105563,55.410135
0579_cdde1.mtx,1024,961,4681,8,0.015926,4.702670
1748_mark3jac060.mtx,27520,27449,170695,8,0.044550,61.305152
2698_af_1_k101.mtx,503680,503625,17550675,8,2.001723,140.284578
1374_zeros_nopss_13k.mtx,13312,13296,48827,8,0.036347,21.493803
0902_adder_dcop_24.mtx,1920,1813,11246,8,0.039514,4.553715
0420_dw256B.mtx,512,512,2500,8,0.015667,2.553125
2211_ms2010.mtx,171904,171778,839980,8,0.130059,103.335300
0932_G51.mtx,1024,1000,11818,8,0.037398,5.056067
1262_t2dal.mtx,4352,4257,37465,8,0.020267,29.577274
0178_ch5-5-b4.mtx,128,600,600,8,0.015509,0.619005
0582_cdde6.mtx,1024,961,4681,8,0.015576,4.808482
1463_p2p-Gnutella24.mtx,26624,26518,65369,8,0.036867,28.369450
0273_gre_343.mtx,384,343,1435,8,0.015346,1.496132
0858_adder_dcop_07.mtx,1920,1813,11226,8,0.039139,4.589144
0946_cryg2500.mtx,2560,2500,12349,8,0.016351,12.084045
0574_l9.mtx,256,1483,4659,8,0.017280,4.313913
0330_oscil_dcop_51.mtx,512,430,1544,8,0.016380,1.508145
0837_dwt_1242.mtx,1280,1242,10426,8,0.017340,9.620424
1206_G65.mtx,8064,8000,32000,8,0.019431,26.349984
0842_lp_25fv47.mtx,896,1876,10705,8,0.051797,3.306756
2376_venkat25.mtx,62464,62424,1717792,8,0.213927,128.476907
1956_mark3jac120.mtx,55040,54929,342475,8,0.067899,80.702324
1424_bayer03.mtx,6784,6747,56196,8,0.036543,24.604979
0540_young2c.mtx,896,841,4089,8,0.015393,4.250157
0591_lp_agg3.mtx,640,758,4756,8,0.020555,3.702135
0800_tols4000.mtx,4096,4000,8784,8,0.036589,3.841128
1433_whitaker3.mtx,9856,9800,57978,8,0.032026,28.965393
2052_stat96v4.mtx,3200,63076,491336,8,0.083517,94.128557
1662_sc205-2r.mtx,35328,62423,123239,8,0.042237,46.685047
2691_cit-Patents.mtx,3774848,3774768,16518948,8,3.230919,81.804342
2165_pds-60.mtx,99456,336421,719557,8,0.117643,97.863175
2321_hvdc2.mtx,189952,189860,1347273,8,0.181047,119.064802
0044_Ragusa16.mtx,128,24,81,8,0.015560,0.083291
2503_amazon0505.mtx,410240,410236,3356824,8,0.419380,128.068150
1895_g7jac080sc.mtx,23680,23670,293976,8,0.058791,80.005833
1816_ch7-7-b5.mtx,35328,52920,211680,8,0.045064,75.156469
2485_cfd2.mtx,123520,123440,3087898,8,0.371427,133.017590
2708_af_shell4.mtx,504960,504855,17588875,8,2.001319,140.618257
2476_ins2.mtx,309504,309412,2751484,8,0.368035,119.618422
2386_karted.mtx,46592,133115,1770349,8,0.232297,121.937039
0408_poisson2D.mtx,384,367,2417,8,0.017250,2.241853
1677_cat_ears_4_4.mtx,19072,44448,132888,8,0.046317,45.905160
0341_oscil_dcop_41.mtx,512,430,1544,8,0.019070,1.295461
2780_ldoor.mtx,952320,952203,46522475,8,5.367570,138.677199
2026_FEM_3D_thermal1.mtx,17920,17880,430740,8,0.081623,84.434917
2814_europe_osm.mtx,50912128,50912018,108109320,8,20.700865,83.559266
1099_df2177.mtx,640,10358,22336,8,0.019447,18.376824
2473_filter3D.mtx,106496,106437,2707179,8,0.330647,131.000346
2583_para-10.mtx,156032,155924,5416358,8,0.660932,131.120529
2299_boyd1.mtx,93312,93279,1211231,8,0.211674,91.554398
2603_pkustk13.mtx,94976,94893,6616827,8,0.805571,131.421338
1546_G64.mtx,7040,7000,82918,8,0.064079,20.703993
1334_mycielskian10.mtx,768,767,44392,8,0.052619,13.498327
2639_bibd_22_8.mtx,256,319770,8953560,8,1.106020,129.524709
0065_GD01_c.mtx,128,33,135,8,0.016393,0.131761
0577_cdde5.mtx,1024,961,4681,8,0.015571,4.809836
2717_bundle_adj.mtx,513408,513351,20208051,8,2.356273,137.220427
0166_lp_blend.mtx,128,114,522,8,0.017648,0.473244
1909_OPF_6000.mtx,29952,29902,302418,8,0.062205,77.786129
1037_spaceStation_8.mtx,1280,1157,18945,8,0.034806,8.708871
2740_GL7d17.mtx,1548672,955128,25978098,8,3.362278,123.621432
1307_Franz7.mtx,10240,1740,40424,8,0.020141,32.112766
1757_nasa2910.mtx,2944,2910,174296,8,0.064455,43.266634
0479_utm300.mtx,384,300,3155,8,0.018420,2.740552
1135_airfoil1.mtx,4352,4253,24578,8,0.018316,21.470753
1476_ex37.mtx,3584,3565,67591,8,0.030130,35.892749
2327_lp_osa_60.mtx,10368,243246,1408073,8,0.240951,93.500920
1612_ford1.mtx,18816,18728,101576,8,0.036416,44.629292
1467_c-36.mtx,7552,7479,65941,8,0.069603,15.158126
0713_bcspwr09.mtx,1792,1723,6511,8,0.016589,6.279645
0136_flower_4_1.mtx,128,129,386,8,0.015499,0.398484
2463_pkustk06.mtx,43264,43164,2571768,8,0.316635,129.954903
1979_vsp_model1_crew1_cr42_south31.mtx,45184,45101,379952,8,0.112676,53.953287
1903_us04.mtx,256,28016,297538,8,0.095920,49.630958
0570_tumorAntiAngiogenesis_7.mtx,512,475,4597,8,0.061152,1.202768
0079_lp_sc50a.mtx,128,78,160,8,0.015383,0.166420
0669_fpga_dcop_35.mtx,1280,1220,5892,8,0.019198,4.910532
2009_mycielskian12.mtx,3072,3071,407200,8,0.108137,60.249236
2228_fe_tooth.mtx,78208,78136,905182,8,0.128035,113.117124
0344_TF11.mtx,256,236,1607,8,0.016973,1.514889
0232_fs_183_4.mtx,256,183,1069,8,0.021249,0.804930
1104_mhd1280b.mtx,1280,1280,22778,8,0.019381,18.804528
1466_c-30.mtx,5376,5321,65693,8,0.058770,17.884639
0391_Trec9.mtx,128,201,2147,8,0.014965,2.295530
1497_FA.mtx,10624,10617,72176,8,0.036644,31.514133
2537_iChem_Jacobian.mtx,274176,274087,4137369,8,0.492677,134.363579
0620_S40PI_n.mtx,2304,2182,5341,8,0.016709,5.114313
0458_orbitRaising_1.mtx,512,442,2906,8,0.016395,2.835902
1704_pltexpa.mtx,27008,70364,143059,8,0.040141,57.021970
1028_spaceStation_7.mtx,1152,1134,18252,8,0.034550,8.452551
0552_fs_541_2.mtx,640,541,4285,8,0.016285,4.210020
0589_illc1033.mtx,1152,320,4732,8,0.016235,4.663438
2212_soc-sign-epinions.mtx,131840,131828,841372,8,0.192129,70.067248
1068_bcsstm35.mtx,30336,30237,20619,8,0.021308,15.482612
0056_p0033.mtx,128,48,113,8,0.016484,0.109683
1298_G26.mtx,2048,2000,39980,8,0.021225,30.137784
1864_deltaX.mtx,68608,21961,247424,8,0.057570,68.764799
2442_web-Stanford.mtx,281984,281903,2312497,8,0.326569,113.298969
0655_fpga_dcop_47.mtx,1280,1220,5892,8,0.019256,4.895843
2827_indochina-2004.mtx,7414912,7414866,194109311,8,22.309853,139.209744
1953_pds-30.mtx,50048,158489,340635,8,0.071146,76.605101
2467_nxp1.mtx,414720,414604,2656177,8,0.394087,107.841223
1765_wang4.mtx,26112,26068,177196,8,0.041977,67.540495
1218_cavity06.mtx,1280,1182,32747,8,0.030231,17.331884
1059_shyy41.mtx,4736,4720,20042,8,0.017421,18.407286
1590_lp_ken_13.mtx,28672,42659,97246,8,0.051123,30.435390
0430_rdb450l.mtx,512,450,2580,8,0.015413,2.678316
2614_Stanford_Berkeley.mtx,683520,683446,7583376,8,1.018772,119.098246
0726_ukerbe1_dual.mtx,1920,1866,7076,8,0.015736,7.194625
2396_watson_2.mtx,352128,677224,1846391,8,0.280913,105.165290
1141_G56.mtx,5120,5000,24996,8,0.018877,21.186103
0278_nnc261.mtx,384,261,1500,8,0.016362,1.466792
2557_t2em.mtx,921728,921632,4590832,8,0.589650,124.571121
2275_TSOPF_RS_b39_c30.mtx,60160,60098,1079986,8,0.153693,112.430638
1626_as-caida.mtx,31488,31379,106762,8,0.067976,25.129198
1189_ch7-6-b5.mtx,5120,15120,30240,8,0.019197,25.204495
2216_mesh_deform.mtx,234112,9393,853829,8,0.136270,100.251572
2581_para-6.mtx,156032,155924,5416358,8,0.658390,131.626658
1580_rdist1.mtx,4224,4134,94408,8,0.044317,34.084895
0661_fpga_dcop_34.mtx,1280,1220,5892,8,0.018712,5.037921
2798_vas_stokes_2M.mtx,2146688,2146677,65129037,8,7.413174,140.569282
0768_bibd_12_5.mtx,128,792,7920,8,0.026400,4.800047
0208_adjnoun.mtx,128,112,850,8,0.019729,0.689336
0682_fpga_dcop_28.mtx,1280,1220,5892,8,0.019302,4.883952
1438_G58.mtx,5120,5000,59140,8,0.049981,18.931827
0667_fpga_dcop_48.mtx,1280,1220,5892,8,0.019312,4.881549
0693_fs_760_2.mtx,768,760,5976,8,0.017477,5.470934
0025_Tina_DisCal.mtx,128,11,41,8,0.015386,0.042637
1401_air05.mtx,512,7195,52121,8,0.045889,18.173089
0412_lp_gfrd_pnc.mtx,640,1160,2445,8,0.016132,2.424941
2107_IG5-16.mtx,18944,18485,588326,8,0.086809,108.436476
0324_oscil_dcop_52.mtx,512,430,1544,8,0.016241,1.521062
0753_n3c6-b10.mtx,768,2511,7425,8,0.016355,7.263759
0743_west2021.mtx,2048,2021,7353,8,0.016505,7.128108
1762_t2dah_a.mtx,11520,11445,176117,8,0.040055,70.350223
1703_shock-9.mtx,36480,36476,142580,8,0.037461,60.898156
0170_dwt_87.mtx,128,87,541,8,0.016275,0.531873
1755_IG5-14.mtx,6784,7621,173337,8,0.037820,73.330553
1640_mark3jac040.mtx,18304,18289,113435,8,0.036318,49.974360
2505_GaAsH6.mtx,61440,61349,3381809,8,0.414878,130.421433
1210_deter1.mtx,5632,15737,32187,8,0.020647,24.942269
1770_Goodwin_023.mtx,6016,6005,182168,8,0.040270,72.378963
1515_cavity13.mtx,2688,2597,76367,8,0.030325,40.292915
