index,mtx,gflops
393,2204_nj2010.mtx,5.807
394,0233_fs_183_6.mtx,0.027
395,1304_n2c6-b6.mtx,-1.000
396,0180_Sandi_sandi.mtx,-1.000
397,0694_bfwb782.mtx,0.082
398,1321_Alemdar.mtx,0.488
399,1716_TSOPF_FS_b9_c6.mtx,6.739
400,1171_bayer07.mtx,0.360
401,2735_germany_osm.mtx,-1.000
402,0604_rel6.mtx,-1.000
403,1450_mk12-b5.mtx,-1.000
404,1899_sinc12.mtx,7.145
405,2164_c-64.mtx,-1.000
406,2417_mixtank_new.mtx,18.579
407,0046_problem.mtx,-1.000
408,0174_can_61.mtx,0.009
409,2764_GL7d18.mtx,-1.000
410,0433_lp_grow7.mtx,-1.000
411,1011_lp_pds_02.mtx,-1.000
412,1149_lp_degen3.mtx,-1.000
413,0639_fpga_dcop_07.mtx,0.057
414,0847_lpi_cplex1.mtx,-1.000
415,0969_CAG_mat364.mtx,0.674
416,2664_fullb.mtx,20.894
417,2278_ex11.mtx,21.171
418,0888_adder_dcop_48.mtx,2.030
419,1223_lp_d2q06c.mtx,-1.000
420,2738_dielFilterV2clx.mtx,-1.000
421,1139_email-Eu-core-temporal.mtx,1.904
422,1533_kineticBatchReactor_5.mtx,6.667
423,0562_pde900.mtx,0.038
424,0222_ck104.mtx,0.013
425,2728_CoupCons3D.mtx,-1.000
426,1846_lp_pds_20.mtx,-1.000
427,1199_c-23.mtx,1.352
428,1999_nemeth09.mtx,9.636
429,1579_stormg2-27.mtx,-1.000
430,0050_GD95_b.mtx,0.000
431,0107_wheel_6_1.mtx,-1.000
432,1108_G36.mtx,0.886
433,1429_ex10hs.mtx,1.845
434,2295_az2010.mtx,7.752
435,2150_rgg_n_2_16_s0.mtx,8.992
436,2781_hugetrace-00020.mtx,-1.000
437,0162_bcsstm20.mtx,0.001
438,1769_nemsemm2.mtx,-1.000
439,0441_lshp_406.mtx,0.027
440,0411_lp_israel.mtx,-1.000
441,2684_higgs-twitter.mtx,-1.000
442,2709_human_gene2.mtx,-1.000
443,0621_dynamicSoaringProblem_1.mtx,0.209
444,0084_pores_1.mtx,0.002
445,1772_ca-CondMat.mtx,4.215
446,2630_Ge99H100.mtx,-1.000
447,0542_nos2.mtx,0.035
448,2045_nemeth13.mtx,12.980
449,1812_mk12-b3.mtx,-1.000
450,1689_cavity21.mtx,5.121
451,0443_lp_finnis.mtx,-1.000
452,1545_jan99jac040.mtx,1.203
453,0076_bcsstm05.mtx,0.000
454,2131_mt2010.mtx,4.687
455,1970_bibd_16_8.mtx,-1.000
456,0290_oscil_dcop_25.mtx,0.006
