index,mtx,m,n,nnz,mp16,mp4,mpnz,128-ds-cycle,128-ds-mac,128-rm-cycle,128-rm-mac,128-smu-cycle,128-smu-mac,128-ds-energy,128-rm-energy,128-smu-energy,128-smu-speedup,64-ds-cycle,64-ds-mac,64-rm-cycle,64-rm-mac,64-smu-cycle,64-smu-mac,64-ds-energy,64-rm-energy,64-smu-energy,64-smu-speedup,128-ds-mt125,128-ds-mt25,128-ds-mt50,128-ds-mt75,128-ds-mt100,128-rm-mt125,128-rm-mt25,128-rm-mt50,128-rm-mt75,128-rm-mt100,128-smu-mt125,128-smu-mt25,128-smu-mt50,128-smu-mt75,128-smu-mt100,64-ds-mt125,64-ds-mt25,64-ds-mt50,64-ds-mt75,64-ds-mt100,64-rm-mt125,64-rm-mt25,64-rm-mt50,64-rm-mt75,64-rm-mt100,64-smu-mt125,64-smu-mt25,64-smu-mt50,64-smu-mt75,64-smu-mt100,128-ds-a-ntr,128-ds-b-ntr,128-ds-c-ntr,128-rm-a-ntr,128-rm-b-ntr,128-rm-c-ntr,128-smu-a-ntr,128-smu-b-ntr,128-smu-c-ntr,64-ds-a-ntr,64-ds-b-ntr,64-ds-c-ntr,64-rm-a-ntr,64-rm-b-ntr,64-rm-c-ntr,64-smu-a-ntr,64-smu-b-ntr,64-smu-c-ntr,128-ds-nt125,128-ds-nt25,128-ds-nt50,128-ds-nt75,128-ds-nt100,128-rm-nt125,128-rm-nt25,128-rm-nt50,128-rm-nt75,128-rm-nt100,128-smu-nt125,128-smu-nt25,128-smu-nt50,128-smu-nt75,128-smu-nt100,64-ds-nt125,64-ds-nt25,64-ds-nt50,64-ds-nt75,64-ds-nt100,64-rm-nt125,64-rm-nt25,64-rm-nt50,64-rm-nt75,64-rm-nt100,64-smu-nt125,64-smu-nt25,64-smu-nt50,64-smu-nt75,64-smu-nt100,128-rm-c-nut,128-smu-a-nut,128-smu-b-nut,128-smu-c-nut,64-rm-c-nut,64-smu-a-nut,64-smu-b-nut,64-smu-c-nut
976,0805_iprob.mtx,3001,3001,9000,36092,567001,9012000,82643,85.19,144555,48.71,71999,97.79,104147.39,33118.49,44023.56,0.00,153331,91.84,286117,49.22,142310,98.95,104147.39,38332.42,47014.68,0.00,12143,0,1,374,70125,3555,1,140998,1,0,1311,1,374,3,70310,12706,0,0,0,140625,4867,0,281248,2,0,750,933,2,372,140253,575970,1139970,9012000,2264970,575996,11272461,579532,1139971,9009748,1139970,1139970,9012000,2264970,1139996,11272461,584202,2260861,9009748,15000,63,8996937,0,0,20928,16507,11235026,0,0,754,14986,0,17976,8976032,17999,8994001,0,0,0,20928,16507,11235026,0,0,754,14986,0,17976,8976032,11256609.73,568953.55,1129202.02,9002251.29,11263497.50,407236.03,1592545.25,6380821.21
977,1178_c-22.mtx,3792,3792,28872,36885,144782,822530,112365,5.72,53733,11.96,41371,15.53,10486.89,6017.86,4568.86,0.00,118116,10.88,68590,18.74,44875,28.64,10486.89,6404.73,4698.43,0.00,104145,2957,2426,978,1859,41988,5488,4159,983,1115,31107,4415,2102,1100,2647,99989,7394,4079,1821,4833,46002,8425,9528,1673,2962,23795,7650,4886,1633,6911,239027,266918,822530,331639,247456,749155,288219,319419,537470,266918,266918,822530,331639,292868,749155,309085,347456,537470,400752,114053,307725,0,0,142180,381289,225686,0,0,68264,117568,54830,86186,210622,449535,372995,0,0,0,142180,381289,225686,0,0,68264,117568,54830,86186,210622,537343.67,99615.05,122245.47,409429.95,592104.12,100982.11,123699.11,353398.06
978,2621_shipsec1.mtx,140874,140874,7813404,2378461,18069913,450639288,16193784,21.74,10816676,32.55,5695745,61.81,3945070.90,2078979.71,1614639.96,0.00,17666022,39.86,14763752,47.69,8495037,82.89,3945070.90,2289847.20,1720801.42,0.00,5946408,3583146,5996994,569664,97572,2533460,3219104,3419849,1164219,480044,718026,698200,1052156,1050099,2177264,2498922,4725390,3910500,5865888,665322,1755495,3968932,4721219,2359808,1958298,181548,492731,1228717,880375,5711666,80768772,88606908,450639288,141974028,83282064,254633850,111122716,118442240,147635172,88606908,88606908,450639288,141974028,105867360,254633850,131075408,138723292,147635172,153645768,238063512,58930008,0,0,0,254633850,0,0,0,0,11022228,59273976,62184,77276784,181342488,269296800,0,0,0,0,254633850,0,0,0,0,11022228,59273976,62184,77276784,181516508.49,53652195.66,57649712.24,99248043.23,213178224.15,51497158.12,54783334.55,86529203.17
979,0202_rajat11.mtx,135,135,812,243,1173,6140,481,9.97,442,10.85,276,17.38,71.68,54.11,38.99,0.00,488,19.66,599,16.02,299,32.09,71.68,56.93,40.18,0.00,354,77,50,0,0,372,26,23,7,14,164,68,15,17,12,290,71,77,28,22,426,80,49,16,28,130,38,76,5,50,1496,1793,6140,2302,2498,6186,2499,2871,3913,1511,1793,6140,2302,2899,6186,2736,3077,3913,3875,2265,0,0,0,880,2216,3090,0,0,528,1073,815,1005,492,3875,2265,0,0,0,880,2216,3090,0,0,528,1073,815,1005,492,4078.78,967.97,1129.09,3049.55,4485.33,994.67,1152.84,2941.16
980,1204_p2p-Gnutella05.mtx,8846,8846,31839,183011,222898,136650,103099,1.04,105248,1.01,101524,1.05,3394.44,3260.70,1849.32,0.00,103376,2.07,106427,2.01,101524,2.10,3394.44,3266.93,1849.32,0.00,103089,10,0,0,0,105248,0,0,0,0,101510,14,0,0,0,103308,64,4,0,0,106420,7,0,0,0,101104,406,14,0,0,104700,134350,136650,107715,134712,243874,149992,138727,136600,104983,134350,136650,107715,135907,243874,149992,138727,136600,136650,0,0,0,0,184408,33100,26366,0,0,111609,24766,225,0,0,136650,0,0,0,0,184408,33100,26366,0,0,111609,24766,225,0,0,62080.27,15042.75,16826.52,54751.20,86895.67,15042.75,16826.52,54751.20
981,1821_lowThrust_8.mtx,17702,17702,216445,356947,3741509,97405815,1829523,41.59,1022274,74.44,978878,77.74,889577.24,311995.80,382276.26,0.00,2576020,59.08,1844916,82.50,1723136,88.33,889577.24,367105.29,398650.00,0.00,1076042,5928,7285,2388,737880,237860,32161,10526,3445,738282,196128,26397,12556,2189,741608,1063759,21930,5040,3586,1481705,277075,57520,25896,9196,1475229,153528,43971,28434,9942,1487261,7609620,13539508,97405815,25517854,7739980,51474324,8086191,25759530,49646596,13539508,13539508,97405815,25517854,13732740,51474324,14030678,25830880,49646596,2428475,338428,94638912,0,0,1735584,48635688,1103052,0,0,507299,599050,645480,452111,47442656,2471066,94934749,0,0,0,1735584,48635688,1103052,0,0,507299,599050,645480,452111,47442656,50150130.64,4939264.89,17436064.66,35091696.48,50715559.23,6660142.12,12559691.37,25245774.53
982,1813_copter1.mtx,17222,17222,211064,250835,1121328,3156026,931089,2.65,328785,7.50,343376,7.18,55926.44,40329.40,27583.43,0.00,931089,5.30,455920,10.82,343376,14.36,55926.44,40674.49,27583.43,0.00,931089,0,0,0,0,274964,29837,21137,2847,0,274213,49909,19254,0,0,776393,154696,0,0,0,341910,66744,41025,6241,0,244810,29403,49909,15948,3306,1690712,1690712,3156026,1690712,2299391,4313355,2466665,2480446,2731397,1690712,1690712,3156026,1690712,2320772,4313355,2466665,2480446,2731397,3156026,0,0,0,0,1400004,2720231,193120,0,0,727409,658802,654339,636415,54432,3156026,0,0,0,0,1400004,2720231,193120,0,0,727409,658802,654339,636415,54432,2868949.83,745842.18,755889.76,1850015.69,3253980.02,745842.18,755889.76,1850015.69
983,2845_uk-2005.mtx,39459925,39459925,936364282,629292017,3994122463,71150593524,1732370696,32.09,1430039181,38.87,1090032978,51.00,573943964.43,327456272.56,274556069.04,0.00,2321910115,47.88,2315253646,48.02,1579219561,70.40,573943964.43,369318029.03,295131136.25,0.00,992627812,136130388,135176489,101189424,367246583,694801313,118649587,172816262,57368641,386403378,437393876,66972092,82468530,39522206,463676274,993280703,170659403,193624351,135988445,828357213,884368870,215217507,329015282,97983288,788668699,290570423,158486249,80343097,54124393,995695399,9728323689,11159985719,71150593524,21677801728,7463562104,49261748976,21299456626,20851755308,28234746799,13642781148,11159985719,71150593524,21677801728,12094788554,49261748976,27532218790,22238708907,28234746799,10180837173,6804211269,54165545082,0,0,5816003978,31968653437,11477091561,0,0,714312474,4333563442,2782634507,3062293175,17341943201,12895201710,58255391814,0,0,0,5816003978,31968653437,11477091561,0,0,714312474,4333563442,2782634507,3062293175,17341943201,45967782979.40,10642949201.09,10695707351.67,20625314795.20,46752155976.10,11395327717.17,9028788607.90,17353140842.38
984,2007_c-57.mtx,37833,37833,405197,1619037,29267199,692624981,8557423,63.23,8561237,63.21,6423297,84.24,5562612.08,2223530.25,2431312.74,0.00,14095602,76.78,15335940,70.57,11591217,93.37,5562612.08,2620500.82,2614384.01,0.00,1705075,797626,1180526,753794,4120402,1004108,841119,2377249,766453,3572308,407721,266000,489788,379266,4880522,1385670,1236812,1407674,1054786,9010660,1104089,1239304,4446667,923323,7622557,273712,260829,411932,280608,10364136,56072137,96538852,692624981,179891892,59994711,454000138,103142215,182300916,347086105,96538852,96538852,692624981,179891892,103410689,454000138,154395348,198931989,347086105,35431515,67446230,589747236,0,0,2857156,287104076,164038906,0,0,866259,5959143,24309773,5435114,310515816,67180782,625444199,0,0,0,2857156,287104076,164038906,0,0,866259,5959143,24309773,5435114,310515816,427995801.88,67502430.72,122461499.42,266398925.57,439307647.54,76472577.66,99741162.22,203585722.81
985,0851_adder_dcop_03.mtx,1813,1813,11148,63227,206734,1847459,59114,24.42,65048,22.19,49268,29.30,22211.99,8272.80,9601.35,0.00,73058,39.51,100412,28.75,63198,45.68,22211.99,9360.41,10181.89,0.00,44508,449,296,83,13778,36645,945,27431,27,0,34338,837,152,164,13777,43339,1335,370,1122,26892,43190,2306,54877,39,0,32914,1578,1167,1717,25822,186453,276770,1847459,522137,170291,2357744,213431,304982,1841776,297009,276770,1847459,522137,288881,2357744,219107,517680,1841776,102772,11697,1732990,0,0,109508,153161,2095075,0,0,63565,25354,18833,96972,1637052,102892,1744567,0,0,0,109508,153161,2095075,0,0,63565,25354,18833,96972,1637052,2259671.77,128230.06,229490.95,1801825.39,2272908.75,100207.44,316353.64,1326027.30
986,2424_bcsstk30.mtx,28924,28924,2043492,477218,7280223,173481412,4104355,33.02,3874540,34.98,1895647,71.50,1377566.63,674354.59,608016.76,0.00,5851666,46.32,5991687,45.24,3132805,86.52,1377566.63,784864.91,662891.34,0.00,1207849,872052,1062375,617064,345015,998808,826578,1094645,590019,364490,157238,160558,272146,213294,1092411,1229778,1132780,1233938,1012077,1243093,1174921,1130348,1643390,943861,1099167,91783,127773,230661,223725,2458863,22051582,31664355,173481412,52379167,26529999,114963193,41541148,47882876,64358071,31664355,31664355,173481412,52379167,39341375,114963193,53528188,56419247,64358071,33126946,49839155,90515311,0,0,7249482,77880870,29832841,0,0,770903,5315401,9689857,17529914,31051996,54270311,119211101,0,0,0,7249482,77880870,29832841,0,0,770903,5315401,9689857,17529914,31051996,89778499.16,22787269.01,26470566.55,50959164.29,98662342.41,23342738.43,24731534.87,44287078.80
987,0514_stufe.mtx,1036,1036,3736,3185,13916,13728,5719,1.88,2745,3.91,3293,3.26,261.71,229.67,158.27,0.00,5719,3.75,3534,6.07,3293,6.51,261.71,237.15,158.27,0.00,5719,0,0,0,0,2583,91,52,19,0,3151,131,11,0,0,5362,357,0,0,0,3194,188,102,50,0,2857,294,131,11,0,8362,8362,13728,8362,9228,18628,12886,13265,12535,8362,8362,13728,8362,10494,18628,12886,13265,12535,13728,0,0,0,0,7314,8293,3021,0,0,7975,2391,1250,743,176,13728,0,0,0,0,7314,8293,3021,0,0,7975,2391,1250,743,176,10621.02,2740.78,2875.56,8509.17,11709.51,2740.78,2875.56,8509.17
988,1260_reorientation_6.mtx,3006,3006,37342,60227,620760,8470906,269787,24.53,175853,37.63,100606,65.78,101453.49,34892.86,43005.52,0.00,336195,39.37,314365,42.10,163836,80.79,101453.49,39644.97,45698.35,0.00,204997,695,1245,890,61960,43492,5155,126573,552,81,31454,2994,2626,766,62766,207072,1713,1459,1107,124844,51002,9231,252652,671,809,24368,7254,3444,2587,126183,811679,1318068,8470906,2339572,826785,10666926,872576,1375127,8380116,1318068,1318068,8470906,2339572,1339001,10666926,888990,2372123,8380116,422526,60853,7987527,0,0,342154,285013,10039759,0,0,49679,167044,65689,129224,7968480,454641,8016265,0,0,0,342154,285013,10039759,0,0,49679,167044,65689,129224,7968480,10445323.39,638630.81,1138416.55,8253802.29,10551692.68,496671.11,1543582.65,5934056.46
989,1068_bcsstm35.mtx,30237,30237,20619,2328,9207,46409,16769,2.16,2967,12.22,2618,13.85,715.22,372.55,420.96,0.00,16769,4.32,5065,14.32,2754,26.33,715.22,389.45,427.15,0.00,16193,6,570,0,0,2201,416,317,27,6,2149,196,57,113,103,15732,461,6,570,0,3879,477,434,215,60,1383,759,230,59,323,22163,22163,46409,25619,22163,49061,23507,24334,26292,22163,22163,46409,25619,23678,49061,24486,25708,26292,25889,20520,0,0,0,29568,19408,85,0,0,7954,8561,5005,692,4080,25889,20520,0,0,0,29568,19408,85,0,0,7954,8561,5005,692,4080,33786.33,7251.34,7657.47,18403.80,36646.12,7312.59,7896.25,18107.36
990,2219_sme3Da.mtx,12504,12504,874887,59563932,141223136,76470583,43327427,1.38,31711994,1.88,33943398,1.76,1676288.48,1742934.27,818865.96,0.00,43329833,2.76,36711361,3.25,33943821,3.52,1676288.48,1775469.52,818906.17,0.00,43293164,30629,3592,42,0,31467372,201205,38798,3984,635,33806380,124024,12152,726,116,42959350,336649,30287,2821,726,35981681,590222,121395,15243,2820,33088479,717927,124198,10674,2543,57034773,57039009,76470583,57408195,58294660,122708159,76098656,76294887,73401239,57038670,57039009,76470583,57408195,63161271,122708159,76105447,76303365,73401239,76323265,144144,3174,0,0,76065356,39294609,7348194,0,0,62625207,8219897,2170089,336366,49680,76327609,142974,0,0,0,76065356,39294609,7348194,0,0,62625207,8219897,2170089,336366,49680,47306537.90,11609712.66,11670120.00,39154475.22,58568613.53,11611810.40,11672964.62,39151250.44
991,0675_fpga_dcop_03.mtx,1220,1220,5892,4802,22651,46772,13672,2.67,5912,6.18,6269,5.83,802.72,508.89,413.63,0.00,13969,5.23,7470,9.78,6337,11.53,802.72,530.05,417.08,0.00,13314,161,114,42,41,5272,322,318,0,0,5788,248,141,45,47,13203,337,245,85,99,5946,863,661,0,0,4745,1066,256,99,171,22911,22073,46772,26231,21014,64382,32014,31096,43664,23967,22073,46772,26231,23720,64382,32447,31966,43664,33533,5239,8000,0,0,24164,17218,23000,0,0,12286,12270,6479,4597,8032,37313,9459,0,0,0,24164,17218,23000,0,0,12286,12270,6479,4597,8032,45689.55,8111.89,8236.51,33008.54,50022.92,8222.92,8549.77,31451.89
992,1140_G55.mtx,5000,5000,24996,390709,417192,150488,148186,0.79,145121,0.81,145748,0.81,4111.89,3872.47,2069.55,0.00,148186,1.59,147144,1.60,145748,1.61,4111.89,3878.77,2069.55,0.00,148186,0,0,0,0,145121,0,0,0,0,145748,0,0,0,0,148186,0,0,0,0,147144,0,0,0,0,145748,0,0,0,0,149243,149243,150488,149243,149243,299364,150676,150676,150460,149243,149243,150488,149243,149899,299364,150676,150676,150460,150488,0,0,0,0,295610,3754,0,0,0,150348,112,0,0,0,150488,0,0,0,0,295610,3754,0,0,0,150348,112,0,0,0,76568.64,13631.34,13631.34,54541.47,107011.36,13631.34,13631.34,54541.47
993,1276_G10.mtx,800,800,38352,125000,3133136,1873950,802507,1.82,193765,7.56,370315,3.95,38361.80,23793.47,19754.22,0.00,802507,3.65,328803,8.91,370315,7.91,38361.80,25196.29,19754.22,0.00,802300,198,9,0,0,159081,33634,1047,3,0,369637,677,1,0,0,790001,12299,198,8,1,256214,68253,4325,11,0,317442,52195,677,1,0,1221302,1221302,1873950,1225322,1302067,2844810,1916067,1940044,1860919,1221302,1221302,1873950,1225322,1569970,2844810,1916067,1940044,1860919,1873613,337,0,0,0,974654,1503015,367141,0,0,1672077,169063,18325,1406,48,1873613,337,0,0,0,974654,1503015,367141,0,0,1672077,169063,18325,1406,48,1902061.48,415734.46,421240.14,1452508.88,1973972.55,415734.46,421240.14,1452508.88
994,0829_can_838.mtx,838,838,10010,7517,49510,152026,36711,3.24,10239,11.60,12244,9.70,2495.10,1685.38,1221.34,0.00,36711,6.47,14845,16.00,12257,19.38,2495.10,1718.28,1222.79,0.00,36494,203,14,0,0,7219,1640,1100,252,28,8984,2239,974,47,0,31253,5241,203,13,1,8991,2817,2178,734,125,6306,2687,2241,772,251,73270,73270,152026,74580,91752,179562,106242,107136,124030,73270,73270,152026,74580,96485,179562,106539,107394,124030,151509,517,0,0,0,32442,100974,46146,0,0,28328,27867,33799,23916,10120,151509,517,0,0,0,32442,100974,46146,0,0,28328,27867,33799,23916,10120,131214.12,34795.40,35219.57,88200.60,145063.55,34867.75,35264.59,88146.97
995,1795_chem_master1.mtx,40401,40401,201201,92766,491143,1002797,396681,1.97,97828,8.01,142885,5.48,19421.22,14210.79,10609.33,0.00,396681,3.95,125450,12.49,142885,10.97,19421.22,14308.11,10609.33,0.00,396681,0,0,0,0,77717,15061,2525,2525,0,122935,14988,4962,0,0,361682,34999,0,0,0,95250,10200,14950,5050,0,105300,17635,14988,4924,38,627053,627053,1002797,627053,801524,1433403,891729,956383,882197,627053,627053,1002797,627053,814107,1433403,891729,956383,882197,1002797,0,0,0,0,550622,721101,161680,0,0,360597,60300,321000,1000,139300,1002797,0,0,0,0,550622,721101,161680,0,0,360597,60300,321000,1000,139300,1053044.41,235340.77,261182.34,572477.05,1281740.77,235340.77,261182.34,572477.05
996,2623_Ge87H76.mtx,112985,112985,7892195,35891124,160428353,1469531179,149336028,7.69,86021157,13.35,52867000,21.72,17092325.14,10122005.87,7018922.41,0.00,152332086,15.07,106924370,21.47,58817305,39.04,17092325.14,10658390.04,7327416.39,0.00,119401738,19399646,10190085,316307,28252,55233191,18843992,11438633,427033,78308,28343095,9414185,8413656,3543030,3153034,103456019,18858686,19719483,8042407,2255491,53402892,24324886,20448472,7091787,1656333,20125018,9610658,10706518,6247116,12127995,436037833,443781914,1469531179,588686385,485008565,1276442714,547976540,557172476,774087141,443781914,443781914,1469531179,588686385,553826922,1276442714,601626388,621727173,774087141,1016528647,425958107,27044425,0,0,223986556,739266229,313189929,0,0,67812138,146685234,199989479,201965958,157634332,1037028340,432502839,0,0,0,223986556,739266229,313189929,0,0,67812138,146685234,199989479,201965958,157634332,755384667.71,212836602.49,217169108.71,519632450.84,949412791.14,218614035.43,226715613.30,504701331.48
997,0439_mcca.mtx,180,180,2659,259,8448,68605,1773,30.23,2696,19.88,1231,43.54,593.15,392.98,275.15,0.00,2368,45.27,4680,22.90,1525,70.29,593.15,475.13,309.38,0.00,600,427,437,249,60,1386,506,711,71,22,176,199,379,346,131,407,718,496,316,431,2217,923,1388,108,44,96,147,256,202,824,9377,12823,68605,19558,24476,66350,14451,21957,41133,12620,12823,68605,19558,35684,66350,20962,28434,41133,18609,23378,26618,0,0,2006,13554,50790,0,0,2462,12885,22174,2892,720,27165,41440,0,0,0,2006,13554,50790,0,0,2462,12885,22174,2892,720,44142.25,7624.41,11694.48,39449.30,45442.30,10171.81,13768.50,37311.03
998,1522_c-38.mtx,8127,8127,77689,115942,470906,2955037,338960,6.81,168887,13.67,145393,15.88,38714.47,19974.92,16877.19,0.00,355305,13.00,220775,20.91,159433,28.96,38714.47,21438.65,17460.62,0.00,315459,7727,3200,925,11649,128359,11546,26953,1084,945,116007,10531,4592,1299,12964,302481,18034,8258,1896,24636,136660,23358,55860,2259,2638,94293,22367,10899,3335,28539,729228,837958,2955037,1078182,764801,3172905,881601,990412,2415818,837958,837958,2955037,1078182,938524,3172905,899656,1192424,2415818,1245727,151119,1558191,0,0,280006,975188,1917711,0,0,225317,356008,206471,47820,1580202,1307007,1648030,0,0,0,280006,975188,1917711,0,0,225317,356008,206471,47820,1580202,2542333.28,312604.81,413402.24,2038528.29,2699157.49,285446.79,487237.88,1594066.51
999,2366_mo2010.mtx,343565,343565,1656568,14376962,21186620,10901760,8527861,1.00,7425442,1.15,7648899,1.11,270966.61,246973.79,137266.42,0.00,8527900,2.00,7873908,2.16,7648899,2.23,270966.61,249127.54,137266.43,0.00,8527284,524,52,1,0,7422597,2791,54,0,0,7647592,1262,44,1,0,8508318,19015,515,40,12,7854763,18170,972,3,0,7625646,21945,1263,40,5,9536603,9536687,10901760,9542423,9551149,19907972,10773028,10775949,10770778,9536687,9536687,10901760,9542423,9863352,19907972,10773026,10775956,10770778,10899536,2152,72,0,0,16038712,3693335,175925,0,0,10036819,604925,90425,35949,2660,10899596,2164,0,0,0,16038712,3693335,175925,0,0,10036819,604925,90425,35949,2660,6046761.06,1204609.29,1205261.85,4554453.61,8097961.80,1204607.65,1205264.25,4554446.08
1000,1107_barth4.mtx,6019,6019,23492,9886,40776,89722,34354,2.04,9759,7.18,12817,5.47,1702.86,1270.40,972.47,0.00,34357,4.08,12411,11.30,12817,10.94,1702.86,1291.43,972.47,0.00,34351,3,0,0,0,8274,793,576,116,0,11201,1205,411,0,0,33808,547,2,0,0,9293,1614,1275,210,19,9565,1636,1205,396,15,54839,54488,89722,54896,57091,115586,79440,80390,79753,54843,54488,89722,54896,61166,115586,79440,80390,79753,89722,0,0,0,0,31112,74151,10323,0,0,29079,12331,20650,17666,27,89722,0,0,0,0,31112,74151,10323,0,0,29079,12331,20650,17666,27,82606.31,22148.54,22475.95,54475.83,92252.15,22148.54,22475.95,54475.83
1001,1907_dixmaanl.mtx,60000,60000,299998,86236,374982,1499982,592486,1.98,101235,11.58,116236,10.08,29043.28,19236.62,14465.69,0.00,592486,3.96,146235,16.03,116236,20.16,29043.28,19389.23,14465.69,0.00,592486,0,0,0,0,78735,7500,11250,3750,0,86236,7500,22500,0,0,539986,52500,0,0,0,101235,15000,22500,7500,0,56236,30000,7500,22500,0,937484,937484,1499982,937484,1199983,2137466,1132456,1166206,1319982,937484,937484,1499982,937484,1218733,2137466,1132456,1166206,1319982,1499982,0,0,0,0,794972,1098744,243750,0,0,269982,240000,0,600000,210000,1499982,0,0,0,0,794972,1098744,243750,0,0,269982,240000,0,600000,210000,2016535.61,416734.68,434163.35,1050388.40,2030378.37,416734.68,434163.35,1050388.40
1002,1959_a2nnsnsl.mtx,80016,80016,347222,993788,13050980,183800248,2858486,50.23,3348974,42.88,1784387,80.47,2148008.77,697025.52,909529.23,0.00,4427233,64.87,6444650,44.56,3183071,90.22,2148008.77,807334.65,969389.95,0.00,1293620,13546,90668,164478,1296174,346112,59578,2943277,7,0,217795,2319,52252,255251,1256770,1312474,69404,236254,206141,2602960,449390,169974,5825272,14,0,204554,72275,57807,56349,2792086,13291283,25177913,183800248,47938749,13291506,231622932,13406660,25235623,183764693,25177913,25177913,183800248,47938749,25186214,231622932,15011446,46115169,183764693,1859681,4532918,177407649,0,0,3657842,4926086,223039004,0,0,239458,1927474,5280212,18207469,158110080,8970123,174830125,0,0,0,3657842,4926086,223039004,0,0,239458,1927474,5280212,18207469,158110080,226458680.85,11812083.19,23139044.65,183000954.47,227118352.06,9741114.49,31587578.39,135381779.03
1003,0332_oscil_dcop_50.mtx,430,430,1544,1383,4785,6450,3207,1.57,1153,4.37,1368,3.68,131.26,98.51,72.03,0.00,3207,3.14,1512,6.67,1370,7.36,131.26,100.93,72.24,0.00,3206,1,0,0,0,1086,43,15,9,0,1314,29,19,6,0,3044,162,1,0,0,1368,90,36,18,0,1190,126,33,13,8,4399,4341,6450,4412,4371,9688,6069,6109,5643,4399,4341,6450,4412,4718,9688,6125,6133,5643,6450,0,0,0,0,5324,4075,289,0,0,3546,1160,578,359,0,6450,0,0,0,0,5324,4075,289,0,0,3546,1160,578,359,0,5983.91,1366.83,1388.75,3633.19,6751.46,1386.19,1392.36,3632.97
1004,2346_nemeth24.mtx,9506,9506,1506550,131929,6500471,244884334,2722027,70.28,2871347,66.63,2084971,91.76,1684610.14,766391.51,776781.49,0.00,4900687,78.08,5477427,69.86,3965631,96.49,1684610.14,952681.61,851917.14,0.00,252692,184099,400059,422201,1462976,318384,227427,481481,411740,1432315,35042,35607,100682,104563,1809077,360331,263308,531749,574166,3171133,470843,371760,984426,816638,2833760,22232,37990,71903,100441,3733065,19229639,34620973,244884334,64974206,33472575,152891693,47449010,72577986,80268745,34620973,34620973,244884334,64974206,55966977,152891693,71483139,76205881,80268745,7929524,21094555,215860255,0,0,2390472,92417801,58083420,0,0,129516,2391022,6405694,20586055,50756458,21159055,223725279,0,0,0,2390472,92417801,58083420,0,0,129516,2391022,6405694,20586055,50756458,143097387.49,27845090.02,42208861.59,60523721.03,144066111.51,30922988.27,33329826.93,49536575.03
1005,2387_bbmat.mtx,38744,38744,1771722,340085,5939006,96381493,3727336,20.20,2234563,33.70,1129876,66.64,874999.17,451214.94,407439.13,0.00,4848997,31.06,3698309,40.72,1780760,84.57,874999.17,511381.19,443719.33,0.00,2163461,582451,591038,320721,69665,433155,470399,890054,400372,40583,52772,114646,223745,211713,527000,2109021,838721,1212423,210281,478551,402495,646333,1640467,887114,121900,34376,66183,179221,190833,1310147,16339304,21614121,96381493,30003390,20371411,92873340,27778438,34770501,53024253,21436782,21614121,96381493,30003390,27368886,92873340,33713617,42481479,53024253,31663475,28667384,36050634,0,0,2519308,26226682,64127350,0,0,43285,922173,11010752,32550495,8497548,57170902,39210591,0,0,0,2519308,26226682,64127350,0,0,43285,922173,11010752,32550495,8497548,75800495.35,17499741.74,22267993.64,47647674.25,80477517.21,17244899.55,22007797.31,41808980.08
1006,1052_G44.mtx,1000,1000,19980,235462,1199533,419226,309075,1.06,181457,1.80,198910,1.65,10267.35,9615.87,4835.18,0.00,309075,2.12,245720,2.67,198910,3.29,10267.35,9856.76,4835.18,0.00,309075,0,0,0,0,181374,83,0,0,0,198906,4,0,0,0,308774,301,0,0,0,245404,309,7,0,0,198589,317,4,0,0,358736,358736,419226,358736,360399,760374,423618,423955,418361,358736,358736,419226,358736,390151,760374,423618,423955,418361,419226,0,0,0,0,565342,191362,3670,0,0,412278,5550,433,100,0,419226,0,0,0,0,565342,191362,3670,0,0,412278,5550,433,100,0,293708.78,59487.74,59552.30,231244.85,344110.13,59487.74,59552.30,231244.85
1007,0828_M80PI_n1.mtx,4028,4028,9927,2192,9568,25565,5924,3.37,2367,8.44,3121,6.40,413.49,326.11,287.00,0.00,5924,6.74,2860,13.97,3121,12.80,413.49,331.62,287.00,0.00,5924,0,0,0,0,2115,2,20,230,0,2201,914,6,0,0,4334,1590,0,0,0,2358,2,41,459,0,2129,72,914,6,0,11502,11502,25565,11502,14485,29634,19767,21475,21744,11502,11502,25565,11502,15262,29634,19767,21475,21744,25565,0,0,0,0,4036,9071,16527,0,0,8254,45,660,115,12670,25565,0,0,0,0,4036,9071,16527,0,0,8254,45,660,115,12670,24664.30,5533.70,6387.79,15738.75,25215.11,5533.70,6387.79,15738.75
1008,2020_ted_A.mtx,10605,10605,424587,32871,790356,18015573,408666,34.44,389299,36.15,181521,77.54,148765.85,78691.47,70113.19,0.00,583408,48.25,630531,44.64,314578,89.48,148765.85,94561.14,76679.59,0.00,150955,59694,98025,65922,34070,149141,64289,74957,38475,62437,10389,13558,21801,15011,120762,181456,127607,52239,34612,187494,178789,114546,129309,71034,136853,6672,8521,19922,20792,258671,2186502,3302769,18015573,5153038,3961572,12682400,4272137,5895381,8111658,3145487,3302769,18015573,5153038,5960055,12682400,5804178,6809869,8111658,2974143,5529734,9511696,0,0,165206,7033439,5483755,0,0,73159,453382,1433318,997191,5154608,4586765,13428808,0,0,0,165206,7033439,5483755,0,0,73159,453382,1433318,997191,5154608,10452902.41,2661648.09,3683319.21,6789350.21,10992253.61,2833589.57,3318567.93,5731987.04
